BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
41,STAGE,"CORNELIUS, Courtier",0.01,0.3,0.99,0.2,R,9/10
42,STAGE,"ROSENCRANTZ, Courtier",0.01,0.3,0.99,0.2,R,9/10
43,STAGE,"GUILDENSTERN, Courtier",0.01,0.3,0.99,0.2,R,9/10
44,STAGE,"MARCELLUS, Officer",0.01,0.3,0.99,0.2,R,9/10
45,STAGE,"BARNARDO, Officer",0.01,0.3,0.99,0.2,R,9/10
46,STAGE,"FRANCISCO, a Soldier",0.01,0.3,0.99,0.2,R,9/10
47,STAGE,"OSRIC, Courtier",0.01,0.3,0.99,0.2,R,9/10
48,STAGE,"REYNALDO, Servant to Polonius",0.01,0.3,0.99,0.2,R,9/10
49,STAGE,Players,0.01,0.3,0.99,0.2,R,9/10
50,STAGE,"A Gentleman, Courtier",0.01,0.3,0.99,0.2,R,9/10
51,STAGE,A Priest,0.01,0.3,0.99,0.2,R,9/10
52,STAGE,"Two Clowns, Grave-diggers",0.01,0.3,0.99,0.2,R,9/10
53,STAGE,A Captain,0.01,0.3,0.99,0.2,R,9/10
54,STAGE,English Ambassadors.,0.01,0.3,0.99,0.2,R,9/10
55,STAGE,"Lords, Ladies, Officers, Soldiers, Sailors, Messengers, and Attendants",0.01,0.3,0.99,0.2,R,9/10
56,SCENE,Elsinore.,0.01,0.3,0.99,0.7,R,9/10
57,SCENE,ACT I,0.01,0.3,0.99,0.2,R,9/10
58,SCENE I,Elsinore. A platform before the Castle.,0.01,0.3,0.99,0.7,R,9/10
59,SCENE I,"Enter Francisco and Barnardo, two sentinels.",0.01,0.3,0.99,0.2,R,9/10
60,BARNARDO,Who’s there?,0.01,0.5,0.98,0.7,R,9/10
61,FRANCISCO,"Nay, answer me. Stand and unfold yourself.",0.01,0.3,0.98,0.7,R,9/10
62,BARNARDO,Long live the King!,0.01,0.45,0.98,0.7,R,9/10
63,FRANCISCO,Barnardo?,0.01,0.5,0.98,0.7,R,9/10
64,BARNARDO,He.,0.01,0.3,0.98,0.7,R,9/10
65,FRANCISCO,You come most carefully upon your hour.,0.01,0.3,0.98,0.7,R,9/10
66,BARNARDO,"’Tis now struck twelve. Get thee to bed, Francisco.",0.01,0.3,0.98,0.7,R,9/10
67,FRANCISCO,"For this relief much thanks. ’Tis bitter cold,",0.01,0.3,0.98,0.7,R,9/10
68,FRANCISCO,And I am sick at heart.,0.01,0.3,0.98,0.2,R,9/10
69,BARNARDO,Have you had quiet guard?,0.01,0.5,0.98,0.7,R,9/10
70,FRANCISCO,Not a mouse stirring.,0.01,0.3,0.98,0.7,R,9/10
71,BARNARDO,"Well, good night.",0.01,0.3,0.98,0.7,R,9/10
72,BARNARDO,"If you do meet Horatio and Marcellus,",0.01,0.3,0.98,0.2,R,9/10
73,BARNARDO,"The rivals of my watch, bid them make haste.",0.01,0.3,0.98,0.2,R,9/10
74,BARNARDO,Enter Horatio and Marcellus.,0.01,0.3,0.98,0.2,R,9/10
75,FRANCISCO,"I think I hear them. Stand, ho! Who is there?",0.02,0.65,0.98,0.7,R,9/10
76,HORATIO,Friends to this ground.,0.02,0.3,0.98,0.7,R,9/10
77,MARCELLUS,And liegemen to the Dane.,0.02,0.3,0.98,0.7,R,9/10
78,FRANCISCO,Give you good night.,0.02,0.3,0.98,0.7,R,9/10
79,MARCELLUS,"O, farewell, honest soldier, who hath reliev’d you?",0.02,0.5,0.98,0.7,R,9/10
80,FRANCISCO,Barnardo has my place. Give you good-night.,0.02,0.3,0.98,0.7,R,9/10
81,MARCELLUS,"Holla, Barnardo!",0.02,0.45,0.98,0.7,R,9/10
82,BARNARDO,"Say, what, is Horatio there?",0.02,0.5,0.98,0.7,R,9/10
83,HORATIO,A piece of him.,0.02,0.3,0.98,0.7,R,9/10
84,BARNARDO,"Welcome, Horatio. Welcome, good Marcellus.",0.02,0.3,0.98,0.7,R,9/10
85,MARCELLUS,"What, has this thing appear’d again tonight?",0.02,0.5,0.98,0.7,R,9/10
86,BARNARDO,I have seen nothing.,0.02,0.3,0.98,0.7,R,9/10
87,MARCELLUS,"Horatio says ’tis but our fantasy,",0.02,0.3,0.98,0.7,R,9/10
88,MARCELLUS,And will not let belief take hold of him,0.02,0.3,0.98,0.2,R,9/10
89,MARCELLUS,"Touching this dreaded sight, twice seen of us.",0.02,0.3,0.98,0.2,R,9/10
90,MARCELLUS,Therefore I have entreated him along,0.02,0.3,0.98,0.2,R,9/10
91,MARCELLUS,"With us to watch the minutes of this night,",0.02,0.3,0.98,0.2,R,9/10
92,MARCELLUS,That if again this apparition come,0.02,0.3,0.98,0.2,R,9/10
93,MARCELLUS,He may approve our eyes and speak to it.,0.02,0.3,0.98,0.2,R,9/10
94,HORATIO,"Tush, tush, ’twill not appear.",0.02,0.3,0.98,0.7,R,9/10
95,BARNARDO,"Sit down awhile,",0.02,0.3,0.98,0.7,R,9/10
96,BARNARDO,"And let us once again assail your ears,",0.02,0.3,0.98,0.2,R,9/10
97,BARNARDO,"That are so fortified against our story,",0.02,0.3,0.98,0.2,R,9/10
98,BARNARDO,What we two nights have seen.,0.02,0.3,0.98,0.2,R,9/10
99,HORATIO,"Well, sit we down,",0.02,0.3,0.98,0.7,R,9/10
100,HORATIO,And let us hear Barnardo speak of this.,0.02,0.3,0.97,0.2,R,9/10
101,BARNARDO,"Last night of all,",0.02,0.3,0.97,0.7,R,9/10
102,BARNARDO,"When yond same star that’s westward from the pole,",0.02,0.3,0.97,0.2,R,9/10
103,BARNARDO,Had made his course t’illume that part of heaven,0.12,0.3,0.97,0.2,R,8/10
104,BARNARDO,"Where now it burns, Marcellus and myself,",0.02,0.3,0.97,0.2,R,9/10
105,BARNARDO,The bell then beating one—,0.02,0.3,0.97,0.2,R,9/10
106,MARCELLUS,"Peace, break thee off. Look where it comes again.",0.02,0.3,0.97,0.7,R,9/10
107,MARCELLUS,Enter Ghost.,0.02,0.3,0.97,0.2,R,9/10
108,BARNARDO,"In the same figure, like the King that’s dead.",0.02,0.3,0.97,0.7,R,9/10
109,MARCELLUS,"Thou art a scholar; speak to it, Horatio.",0.02,0.3,0.97,0.7,R,9/10
110,BARNARDO,"Looks it not like the King? Mark it, Horatio.",0.02,0.5,0.97,0.7,R,9/10
111,HORATIO,Most like. It harrows me with fear and wonder.,0.02,0.3,0.97,0.7,R,9/10
112,HORATIO,BARNARDO,0.02,0.3,0.97,0.2,R,9/10
113,HORATIO,It would be spoke to.,0.02,0.3,0.97,0.2,R,9/10
114,MARCELLUS,"Question it, Horatio.",0.02,0.3,0.97,0.7,R,9/10
115,HORATIO,"What art thou that usurp’st this time of night,",0.02,0.3,0.97,0.7,R,9/10
116,HORATIO,Together with that fair and warlike form,0.02,0.3,0.97,0.2,R,9/10
117,HORATIO,In which the majesty of buried Denmark,0.02,0.3,0.97,0.2,R,9/10
118,HORATIO,Did sometimes march? By heaven I charge thee speak.,0.02,0.5,0.97,0.2,R,9/10
119,MARCELLUS,It is offended.,0.02,0.3,0.97,0.7,R,9/10
120,BARNARDO,"See, it stalks away.",0.02,0.3,0.97,0.7,R,9/10
121,HORATIO,"Stay! speak, speak! I charge thee speak!",0.02,0.75,0.97,0.7,R,9/10
122,MARCELLUS,"’Tis gone, and will not answer.",0.02,0.3,0.97,0.7,R,9/10
123,BARNARDO,"How now, Horatio! You tremble and look pale.",0.02,0.45,0.97,0.7,R,9/10
124,BARNARDO,Is not this something more than fantasy?,0.02,0.5,0.97,0.2,R,9/10
125,BARNARDO,What think you on’t?,0.03,0.5,0.97,0.2,R,9/10
126,HORATIO,"Before my God, I might not this believe",0.03,0.3,0.97,0.7,R,9/10
127,HORATIO,Without the sensible and true avouch,0.03,0.3,0.97,0.2,R,9/10
128,HORATIO,Of mine own eyes.,0.03,0.3,0.97,0.2,R,9/10
129,MARCELLUS,Is it not like the King?,0.03,0.5,0.97,0.7,R,9/10
130,HORATIO,As thou art to thyself:,0.03,0.3,0.97,0.7,R,9/10
131,HORATIO,Such was the very armour he had on,0.03,0.3,0.97,0.2,R,9/10
132,HORATIO,When he th’ambitious Norway combated;,0.03,0.3,0.97,0.2,R,9/10
133,HORATIO,"So frown’d he once, when in an angry parle",0.03,0.3,0.97,0.2,R,9/10
134,HORATIO,He smote the sledded Polacks on the ice.,0.03,0.3,0.97,0.2,R,9/10
135,HORATIO,’Tis strange.,0.03,0.3,0.97,0.2,R,9/10
136,MARCELLUS,"Thus twice before, and jump at this dead hour,",0.03,0.3,0.97,0.7,R,9/10
137,MARCELLUS,With martial stalk hath he gone by our watch.,0.03,0.3,0.97,0.2,R,9/10
138,HORATIO,In what particular thought to work I know not;,0.03,0.3,0.97,0.7,R,9/10
139,HORATIO,"But in the gross and scope of my opinion,",0.03,0.3,0.96,0.2,R,9/10
140,HORATIO,This bodes some strange eruption to our state.,0.03,0.3,0.96,0.2,R,9/10
141,MARCELLUS,"Good now, sit down, and tell me, he that knows,",0.03,0.3,0.96,0.7,R,9/10
142,MARCELLUS,Why this same strict and most observant watch,0.03,0.3,0.96,0.2,R,9/10
143,MARCELLUS,"So nightly toils the subject of the land,",0.03,0.3,0.96,0.2,R,9/10
144,MARCELLUS,And why such daily cast of brazen cannon,0.03,0.3,0.96,0.2,R,9/10
145,MARCELLUS,And foreign mart for implements of war;,0.03,0.3,0.96,0.2,R,9/10
146,MARCELLUS,"Why such impress of shipwrights, whose sore task",0.03,0.3,0.96,0.2,R,9/10
147,MARCELLUS,Does not divide the Sunday from the week.,0.03,0.3,0.96,0.2,R,9/10
148,MARCELLUS,"What might be toward, that this sweaty haste",0.03,0.3,0.96,0.2,R,9/10
149,MARCELLUS,Doth make the night joint-labourer with the day:,0.03,0.3,0.96,0.2,R,9/10
150,MARCELLUS,Who is’t that can inform me?,0.03,0.5,0.96,0.2,R,9/10
151,HORATIO,That can I;,0.03,0.3,0.96,0.7,R,9/10
152,HORATIO,"At least, the whisper goes so. Our last King,",0.03,0.3,0.96,0.2,R,9/10
153,HORATIO,"Whose image even but now appear’d to us,",0.03,0.3,0.96,0.2,R,9/10
154,HORATIO,"Was, as you know, by Fortinbras of Norway,",0.03,0.3,0.96,0.2,R,9/10
155,HORATIO,"Thereto prick’d on by a most emulate pride,",0.03,0.3,0.96,0.2,R,9/10
156,HORATIO,"Dar’d to the combat; in which our valiant Hamlet,",0.03,0.3,0.96,0.2,R,9/10
157,HORATIO,"For so this side of our known world esteem’d him,",0.03,0.3,0.96,0.2,R,9/10
158,HORATIO,"Did slay this Fortinbras; who by a seal’d compact,",0.03,0.3,0.96,0.2,R,9/10
159,HORATIO,"Well ratified by law and heraldry,",0.03,0.3,0.96,0.2,R,9/10
160,HORATIO,"Did forfeit, with his life, all those his lands",0.03,0.3,0.96,0.2,R,9/10
161,HORATIO,"Which he stood seiz’d of, to the conqueror;",0.03,0.3,0.96,0.2,R,9/10
162,HORATIO,"Against the which, a moiety competent",0.03,0.3,0.96,0.2,R,9/10
163,HORATIO,Was gaged by our King; which had return’d,0.03,0.3,0.96,0.2,R,9/10
164,HORATIO,"To the inheritance of Fortinbras,",0.03,0.3,0.96,0.2,R,9/10
165,HORATIO,Had he been vanquisher; as by the same cov’nant,0.03,0.3,0.96,0.2,R,9/10
166,HORATIO,"And carriage of the article design’d,",0.03,0.3,0.96,0.2,R,9/10
167,HORATIO,"His fell to Hamlet. Now, sir, young Fortinbras,",0.03,0.3,0.96,0.2,R,9/10
168,HORATIO,"Of unimproved mettle, hot and full,",0.03,0.3,0.96,0.2,R,9/10
169,HORATIO,"Hath in the skirts of Norway, here and there,",0.03,0.3,0.96,0.2,R,9/10
170,HORATIO,"Shark’d up a list of lawless resolutes,",0.03,0.3,0.96,0.2,R,9/10
171,HORATIO,"For food and diet, to some enterprise",0.03,0.3,0.96,0.2,R,9/10
172,HORATIO,"That hath a stomach in’t; which is no other,",0.03,0.3,0.96,0.2,R,9/10
173,HORATIO,"As it doth well appear unto our state,",0.03,0.3,0.96,0.2,R,9/10
174,HORATIO,But to recover of us by strong hand,0.04,0.3,0.96,0.2,R,9/10
175,HORATIO,"And terms compulsatory, those foresaid lands",0.04,0.3,0.96,0.2,R,9/10
176,HORATIO,"So by his father lost. And this, I take it,",0.04,0.3,0.96,0.2,R,9/10
177,HORATIO,"Is the main motive of our preparations,",0.04,0.3,0.96,0.2,R,9/10
178,HORATIO,"The source of this our watch, and the chief head",0.04,0.3,0.96,0.2,R,9/10
179,HORATIO,Of this post-haste and rummage in the land.,0.04,0.3,0.95,0.2,R,9/10
180,BARNARDO,I think it be no other but e’en so:,0.04,0.3,0.95,0.7,R,9/10
181,BARNARDO,Well may it sort that this portentous figure,0.04,0.3,0.95,0.2,R,9/10
182,BARNARDO,Comes armed through our watch so like the King,0.04,0.3,0.95,0.2,R,9/10
183,BARNARDO,That was and is the question of these wars.,0.04,0.3,0.95,0.2,R,9/10
184,HORATIO,A mote it is to trouble the mind’s eye.,0.04,0.3,0.95,0.7,R,9/10
185,HORATIO,"In the most high and palmy state of Rome,",0.04,0.3,0.95,0.2,R,9/10
186,HORATIO,"A little ere the mightiest Julius fell,",0.04,0.3,0.95,0.2,R,9/10
187,HORATIO,The graves stood tenantless and the sheeted dead,0.04,0.3,0.95,0.2,R,9/10
188,HORATIO,Did squeak and gibber in the Roman streets;,0.04,0.3,0.95,0.2,R,9/10
189,HORATIO,"As stars with trains of fire and dews of blood,",0.14,0.3,0.95,0.2,R,8/10
190,HORATIO,"Disasters in the sun; and the moist star,",0.04,0.3,0.95,0.2,R,9/10
191,HORATIO,"Upon whose influence Neptune’s empire stands,",0.04,0.3,0.95,0.2,R,9/10
192,HORATIO,Was sick almost to doomsday with eclipse.,0.04,0.3,0.95,0.2,R,9/10
193,HORATIO,"And even the like precurse of fierce events,",0.04,0.3,0.95,0.2,R,9/10
194,HORATIO,As harbingers preceding still the fates,0.04,0.3,0.95,0.2,R,9/10
195,HORATIO,"And prologue to the omen coming on,",0.04,0.3,0.95,0.2,R,9/10
196,HORATIO,Have heaven and earth together demonstrated,0.04,0.3,0.95,0.2,R,9/10
197,HORATIO,Unto our climatures and countrymen.,0.04,0.3,0.95,0.2,R,9/10
198,HORATIO,Re-enter Ghost.,0.04,0.3,0.95,0.2,R,9/10
199,HORATIO,"But, soft, behold! Lo, where it comes again!",0.04,0.6,0.95,0.2,R,9/10
200,HORATIO,"I’ll cross it, though it blast me. Stay, illusion!",0.04,0.45,0.95,0.2,R,9/10
201,HORATIO,"If thou hast any sound, or use of voice,",0.04,0.3,0.95,0.2,R,9/10
202,HORATIO,Speak to me.,0.04,0.3,0.95,0.2,R,9/10
203,HORATIO,"If there be any good thing to be done,",0.04,0.3,0.95,0.2,R,9/10
204,HORATIO,"That may to thee do ease, and grace to me,",0.04,0.3,0.95,0.2,R,9/10
205,HORATIO,Speak to me.,0.04,0.3,0.95,0.2,R,9/10
206,HORATIO,"If thou art privy to thy country’s fate,",0.04,0.3,0.95,0.2,R,9/10
207,HORATIO,"Which, happily, foreknowing may avoid,",0.04,0.3,0.95,0.2,R,9/10
208,HORATIO,O speak!,0.04,0.45,0.95,0.2,R,9/10
209,HORATIO,Or if thou hast uphoarded in thy life,0.04,0.3,0.95,0.2,R,9/10
210,HORATIO,"Extorted treasure in the womb of earth,",0.04,0.3,0.95,0.2,R,9/10
211,HORATIO,"For which, they say, you spirits oft walk in death,",0.14,0.3,0.95,0.2,R,8/10
212,HORATIO,"Speak of it. Stay, and speak!",0.04,0.45,0.95,0.2,R,9/10
213,HORATIO,"Stop it, Marcellus!",0.04,0.45,0.95,0.2,R,9/10
214,MARCELLUS,Shall I strike at it with my partisan?,0.04,0.5,0.95,0.7,R,9/10
215,HORATIO,"Do, if it will not stand.",0.04,0.3,0.95,0.7,R,9/10
216,BARNARDO,’Tis here!,0.04,0.45,0.95,0.7,R,9/10
217,HORATIO,’Tis here!,0.04,0.45,0.95,0.7,R,9/10
218,MARCELLUS,’Tis gone!,0.04,0.45,0.95,0.7,R,9/10
219,MARCELLUS,"We do it wrong, being so majestical,",0.04,0.3,0.94,0.2,R,9/10
220,MARCELLUS,"To offer it the show of violence,",0.04,0.3,0.94,0.2,R,9/10
221,MARCELLUS,"For it is as the air, invulnerable,",0.04,0.3,0.94,0.2,R,9/10
222,MARCELLUS,And our vain blows malicious mockery.,0.04,0.3,0.94,0.2,R,9/10
223,BARNARDO,"It was about to speak, when the cock crew.",0.04,0.3,0.94,0.7,R,9/10
224,HORATIO,"And then it started, like a guilty thing",0.05,0.3,0.94,0.7,R,9/10
225,HORATIO,Upon a fearful summons. I have heard,0.05,0.3,0.94,0.2,R,9/10
226,HORATIO,"The cock, that is the trumpet to the morn,",0.05,0.3,0.94,0.2,R,9/10
227,HORATIO,Doth with his lofty and shrill-sounding throat,0.05,0.3,0.94,0.2,R,9/10
228,HORATIO,"Awake the god of day; and at his warning,",0.05,0.3,0.94,0.2,R,9/10
229,HORATIO,"Whether in sea or fire, in earth or air,",0.05,0.3,0.94,0.2,R,9/10
230,HORATIO,Th’extravagant and erring spirit hies,0.05,0.3,0.94,0.2,R,9/10
231,HORATIO,To his confine. And of the truth herein,0.05,0.3,0.94,0.2,R,9/10
232,HORATIO,This present object made probation.,0.15,0.3,0.94,0.2,R,8/10
233,MARCELLUS,It faded on the crowing of the cock.,0.05,0.3,0.94,0.7,R,9/10
234,MARCELLUS,Some say that ever ’gainst that season comes,0.05,0.3,0.94,0.2,R,9/10
235,MARCELLUS,"Wherein our Saviour’s birth is celebrated,",0.05,0.3,0.94,0.2,R,9/10
236,MARCELLUS,The bird of dawning singeth all night long;,0.05,0.3,0.94,0.2,R,9/10
237,MARCELLUS,"And then, they say, no spirit dare stir abroad,",0.05,0.3,0.94,0.2,R,9/10
238,MARCELLUS,"The nights are wholesome, then no planets strike,",0.05,0.3,0.94,0.2,R,9/10
239,MARCELLUS,"No fairy takes, nor witch hath power to charm;",0.05,0.3,0.94,0.2,R,9/10
240,MARCELLUS,So hallow’d and so gracious is the time.,0.05,0.3,0.94,0.2,R,9/10
241,HORATIO,"So have I heard, and do in part believe it.",0.05,0.3,0.94,0.7,R,9/10
242,HORATIO,"But look, the morn in russet mantle clad,",0.05,0.3,0.94,0.2,R,9/10
243,HORATIO,Walks o’er the dew of yon high eastward hill.,0.05,0.3,0.94,0.2,R,9/10
244,HORATIO,"Break we our watch up, and by my advice,",0.05,0.3,0.94,0.2,R,9/10
245,HORATIO,Let us impart what we have seen tonight,0.05,0.3,0.94,0.2,R,9/10
246,HORATIO,"Unto young Hamlet; for upon my life,",0.05,0.3,0.94,0.2,R,9/10
247,HORATIO,"This spirit, dumb to us, will speak to him.",0.05,0.3,0.94,0.2,R,9/10
248,HORATIO,"Do you consent we shall acquaint him with it,",0.05,0.3,0.94,0.2,R,9/10
249,HORATIO,"As needful in our loves, fitting our duty?",0.05,0.5,0.94,0.2,R,9/10
250,MARCELLUS,"Let’s do’t, I pray, and I this morning know",0.05,0.3,0.94,0.7,R,9/10
251,MARCELLUS,Where we shall find him most conveniently.,0.05,0.3,0.94,0.2,R,9/10
252,SCENE II,Elsinore. A room of state in the Castle.,0.05,0.3,0.94,0.7,R,9/10
253,SCENE II,"Enter Claudius King of Denmark, Gertrude the Queen, Hamlet, Polonius,",0.05,0.3,0.94,0.2,R,9/10
254,SCENE II,"Laertes, Voltemand,",0.05,0.3,0.94,0.2,R,9/10
255,SCENE II,"Cornelius, Lords and Attendant.",0.05,0.3,0.94,0.2,R,9/10
256,KING,Though yet of Hamlet our dear brother’s death,0.15,0.3,0.94,0.7,R,8/10
257,KING,"The memory be green, and that it us befitted",0.05,0.3,0.94,0.2,R,9/10
258,KING,"To bear our hearts in grief, and our whole kingdom",0.05,0.3,0.93,0.2,R,9/10
259,KING,To be contracted in one brow of woe;,0.05,0.3,0.93,0.2,R,9/10
260,KING,Yet so far hath discretion fought with nature,0.05,0.3,0.93,0.2,R,9/10
261,KING,"That we with wisest sorrow think on him,",0.05,0.3,0.93,0.2,R,9/10
262,KING,Together with remembrance of ourselves.,0.05,0.3,0.93,0.2,R,9/10
263,KING,"Therefore our sometime sister, now our queen,",0.05,0.3,0.93,0.2,R,9/10
264,KING,"Th’imperial jointress to this warlike state,",0.05,0.3,0.93,0.2,R,9/10
265,KING,"Have we, as ’twere with a defeated joy,",0.05,0.3,0.93,0.2,R,9/10
266,KING,"With one auspicious and one dropping eye,",0.05,0.3,0.93,0.2,R,9/10
267,KING,"With mirth in funeral, and with dirge in marriage,",0.05,0.3,0.93,0.2,R,9/10
268,KING,"In equal scale weighing delight and dole,",0.05,0.3,0.93,0.2,R,9/10
269,KING,Taken to wife; nor have we herein barr’d,0.05,0.3,0.93,0.2,R,9/10
270,KING,"Your better wisdoms, which have freely gone",0.05,0.3,0.93,0.2,R,9/10
271,KING,"With this affair along. For all, our thanks.",0.05,0.3,0.93,0.2,R,9/10
272,KING,"Now follows, that you know young Fortinbras,",0.05,0.3,0.93,0.2,R,9/10
273,KING,"Holding a weak supposal of our worth,",0.06,0.3,0.93,0.2,R,9/10
274,KING,Or thinking by our late dear brother’s death,0.16,0.3,0.93,0.2,R,8/10
275,KING,"Our state to be disjoint and out of frame,",0.06,0.3,0.93,0.2,R,9/10
276,KING,"Colleagued with this dream of his advantage,",0.06,0.3,0.93,0.2,R,9/10
277,KING,"He hath not fail’d to pester us with message,",0.06,0.3,0.93,0.2,R,9/10
278,KING,Importing the surrender of those lands,0.06,0.3,0.93,0.2,R,9/10
279,KING,"Lost by his father, with all bonds of law,",0.06,0.3,0.93,0.2,R,9/10
280,KING,To our most valiant brother. So much for him.,0.06,0.3,0.93,0.2,R,9/10
281,KING,Now for ourself and for this time of meeting:,0.06,0.3,0.93,0.2,R,9/10
282,KING,Thus much the business is: we have here writ,0.06,0.3,0.93,0.2,R,9/10
283,KING,"To Norway, uncle of young Fortinbras,",0.06,0.3,0.93,0.2,R,9/10
284,KING,"Who, impotent and bed-rid, scarcely hears",0.06,0.3,0.93,0.2,R,9/10
285,KING,"Of this his nephew’s purpose, to suppress",0.06,0.3,0.93,0.2,R,9/10
286,KING,"His further gait herein; in that the levies,",0.06,0.3,0.93,0.2,R,9/10
287,KING,"The lists, and full proportions are all made",0.16,0.3,0.93,0.2,R,8/10
288,KING,Out of his subject: and we here dispatch,0.06,0.3,0.93,0.2,R,9/10
289,KING,"You, good Cornelius, and you, Voltemand,",0.06,0.3,0.93,0.2,R,9/10
290,KING,"For bearers of this greeting to old Norway,",0.06,0.3,0.93,0.2,R,9/10
291,KING,Giving to you no further personal power,0.06,0.3,0.93,0.2,R,9/10
292,KING,"To business with the King, more than the scope",0.06,0.3,0.93,0.2,R,9/10
293,KING,Of these dilated articles allow.,0.06,0.3,0.93,0.2,R,9/10
294,KING,Farewell; and let your haste commend your duty.,0.06,0.3,0.93,0.2,R,9/10
295,KING,CORNELIUS and VOLTEMAND.,0.06,0.3,0.93,0.2,R,9/10
296,KING,"In that, and all things, will we show our duty.",0.06,0.3,0.93,0.2,R,9/10
297,KING,We doubt it nothing: heartily farewell.,0.06,0.3,0.93,0.2,R,9/10
298,KING,"And now, Laertes, what’s the news with you?",0.06,0.5,0.92,0.2,R,9/10
299,KING,"You told us of some suit. What is’t, Laertes?",0.06,0.5,0.92,0.2,R,9/10
300,KING,"You cannot speak of reason to the Dane,",0.06,0.3,0.92,0.2,R,9/10
301,KING,"And lose your voice. What wouldst thou beg, Laertes,",0.06,0.3,0.92,0.2,R,9/10
302,KING,"That shall not be my offer, not thy asking?",0.06,0.5,0.92,0.2,R,9/10
303,KING,"The head is not more native to the heart,",0.06,0.3,0.92,0.2,R,9/10
304,KING,"The hand more instrumental to the mouth,",0.06,0.3,0.92,0.2,R,9/10
305,KING,Than is the throne of Denmark to thy father.,0.06,0.3,0.92,0.2,R,9/10
306,KING,"What wouldst thou have, Laertes?",0.06,0.5,0.92,0.2,R,9/10
