BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
25,STAGE,THE PROPOSAL,0.0,0.3,1.0,0.2,R,9/10
26,STAGE,THE WEDDING,0.0,0.3,1.0,0.2,R,9/10
27,STAGE,THE BEAR,0.0,0.3,1.0,0.2,R,9/10
28,STAGE,A TRAGEDIAN IN SPITE OF HIMSELF,0.0,0.3,1.0,0.2,R,9/10
29,STAGE,THE ANNIVERSARY,0.0,0.3,1.0,0.2,R,9/10
30,STAGE,THE THREE SISTERS,0.0,0.3,1.0,0.2,R,9/10
31,STAGE,THE CHERRY ORCHARD,0.0,0.3,1.0,0.2,R,9/10
32,STAGE,INTRODUCTION,0.0,0.3,1.0,0.2,R,9/10
33,STAGE,The last few years have seen a large and generally unsystematic mass of,0.0,0.3,1.0,0.2,R,9/10
34,STAGE,translations from the Russian flung at the heads and hearts of English,0.0,0.3,0.99,0.2,R,9/10
35,STAGE,readers. The ready acceptance of Chekhov has been one of the few,0.0,0.3,0.99,0.2,R,9/10
36,STAGE,successful features of this irresponsible output. He has been welcomed,0.0,0.3,0.99,0.2,R,9/10
37,STAGE,by British critics with something like affection. Bernard Shaw has,0.0,0.3,0.99,0.2,R,9/10
38,STAGE,"several times remarked: “Every time I see a play by Chekhov, I want to",0.0,0.3,0.99,0.2,R,9/10
39,STAGE,"chuck all my own stuff into the fire.” Others, having no such valuable",0.0,0.3,0.99,0.2,R,9/10
40,STAGE,"property to sacrifice on the altar of Chekhov, have not hesitated",0.0,0.3,0.99,0.2,R,9/10
41,STAGE,"to place him side by side with Ibsen, and the other established",0.0,0.3,0.99,0.2,R,9/10
42,STAGE,institutions of the new theatre. For these reasons it is pleasant to,0.01,0.3,0.99,0.2,R,9/10
43,STAGE,"be able to chronicle the fact that, by way of contrast with the casual",0.01,0.3,0.99,0.2,R,9/10
44,STAGE,"treatment normally handed out to Russian authors, the publishers are",0.01,0.3,0.99,0.2,R,9/10
45,STAGE,issuing the complete dramatic works of this author. In 1912 they brought,0.01,0.3,0.99,0.2,R,9/10
46,STAGE,"out a volume containing four Chekhov plays, translated by Marian Fell.",0.01,0.3,0.99,0.2,R,9/10
47,STAGE,All the dramatic works not included in her volume are to be found in the,0.01,0.3,0.99,0.2,R,9/10
48,STAGE,"present one. With the exception of Chekhov’s masterpiece, “The Cherry",0.01,0.3,0.99,0.2,R,9/10
49,STAGE,"Orchard” (translated by the late Mr. George Calderon in 1912), none of",0.01,0.3,0.99,0.2,R,9/10
50,STAGE,these plays have been previously published in book form in England or,0.01,0.3,0.99,0.2,R,9/10
51,STAGE,America.,0.01,0.3,0.99,0.2,R,9/10
52,STAGE,It is not the business of a translator to attempt to outdo all others in,0.01,0.3,0.99,0.2,R,9/10
53,STAGE,singing the praises of his raw material. This is a dangerous process and,0.01,0.3,0.99,0.2,R,9/10
54,STAGE,"may well lead, as it led Mr. Calderon, to drawing the reader’s",0.01,0.3,0.99,0.2,R,9/10
55,STAGE,attention to points of beauty not to be found in the original. A few,0.01,0.3,0.99,0.2,R,9/10
56,STAGE,"bibliographical details are equally necessary, and permissible, and the",0.01,0.3,0.99,0.2,R,9/10
57,STAGE,elementary principles of Chekhov criticism will also be found useful.,0.01,0.3,0.99,0.2,R,9/10
58,STAGE,The very existence of “The High Road” (1884); probably the earliest,0.01,0.3,0.99,0.2,R,9/10
59,STAGE,"of its author’s plays, will be unsuspected by English readers. During",0.01,0.3,0.99,0.2,R,9/10
60,STAGE,"Chekhov’s lifetime it a sort of family legend, after his death it became",0.11,0.3,0.99,0.2,R,8/10
61,STAGE,a family mystery. A copy was finally discovered only last year in the,0.01,0.3,0.99,0.2,R,9/10
62,STAGE,"Censor’s office, yielded up, and published. It had been sent in 1885",0.01,0.3,0.99,0.2,R,9/10
63,STAGE,"under the nom-de-plume “A. Chekhonte,” and it had failed to pass. The",0.01,0.3,0.99,0.2,R,9/10
64,STAGE,"Censor, of the time being had scrawled his opinion on the manuscript,",0.01,0.3,0.99,0.2,R,9/10
65,STAGE,"“a depressing and dirty piece,--cannot be licensed.” The name of the",0.01,0.4,0.99,0.2,R,9/10
66,STAGE,gentleman who held this view--Kaiser von Kugelgen--gives another reason,0.01,0.5,0.99,0.2,R,9/10
67,STAGE,for the educated Russian’s low opinion of German-sounding institutions.,0.01,0.3,0.99,0.2,R,9/10
68,STAGE,"Baron von Tuzenbach, the satisfactory person in “The Three Sisters,”",0.01,0.3,0.99,0.2,R,9/10
69,STAGE,"it will be noted, finds it as well, while he is trying to secure the",0.01,0.3,0.99,0.2,R,9/10
70,STAGE,"favours of Irina, to declare that his German ancestry is fairly remote.",0.01,0.3,0.99,0.2,R,9/10
71,STAGE,"This is by way of parenthesis. “The High Road,” found after thirty",0.01,0.3,0.99,0.2,R,9/10
72,STAGE,"years, is a most interesting document to the lover of Chekhov. Every",0.01,0.3,0.99,0.2,R,9/10
73,STAGE,play he wrote in later years was either a one-act farce or a four-act,0.01,0.3,0.99,0.2,R,9/10
74,STAGE,"drama. [Note: “The Swan Song” may occur as an exception. This, however,",0.01,0.3,0.99,0.2,R,9/10
75,STAGE,"is more of a Shakespeare recitation than anything else, and so neither",0.01,0.3,0.99,0.2,R,9/10
76,STAGE,here nor there.],0.01,0.3,0.99,0.2,R,9/10
77,STAGE,"In “The High Road” we see, in an embryonic form, the whole later method",0.01,0.3,0.99,0.2,R,9/10
78,STAGE,of the plays--the deliberate contrast between two strong characters,0.01,0.4,0.99,0.2,R,9/10
79,STAGE,person in a fairly large group by way of an introduction to the main,0.01,0.3,0.99,0.2,R,9/10
80,STAGE,"theme, the concealment of the catastrophe, germ-wise, in the actual",0.01,0.3,0.99,0.2,R,9/10
81,STAGE,"character of the characters, and the of a distinctive group-atmosphere.",0.01,0.3,0.99,0.2,R,9/10
82,STAGE,It need scarcely be stated that “The High Road” is not a “dirty” piece,0.01,0.3,0.99,0.2,R,9/10
83,STAGE,according to Russian or to German standards; Chekhov was incapable of,0.01,0.3,0.99,0.2,R,9/10
84,STAGE,"writing a dirty play or story. For the rest, this piece differs from the",0.01,0.3,0.99,0.2,R,9/10
85,STAGE,"others in its presentation, not of Chekhov’s favourite middle-classes,",0.01,0.3,0.99,0.2,R,9/10
86,STAGE,"but of the moujik, nourishing, in a particularly stuffy atmosphere, an",0.01,0.3,0.99,0.2,R,9/10
87,STAGE,intense mysticism and an equally intense thirst for vodka.,0.01,0.3,0.99,0.2,R,9/10
88,STAGE,“The Proposal” (1889) and “The Bear” (1890) may be taken as good,0.01,0.3,0.99,0.2,R,9/10
89,STAGE,examples of the sort of humour admired by the average Russian. The,0.01,0.3,0.99,0.2,R,9/10
90,STAGE,"latter play, in another translation, was put on as a curtain-raiser to a",0.01,0.3,0.99,0.2,R,9/10
91,STAGE,cinematograph entertainment at a London theatre in 1914; and had quite a,0.01,0.3,0.99,0.2,R,9/10
92,STAGE,pleasant reception from a thoroughly Philistine audience. The humour is,0.01,0.3,0.99,0.2,R,9/10
93,STAGE,"very nearly of the variety most popular over here, the psychology is a",0.01,0.3,0.99,0.2,R,9/10
94,STAGE,shade subtler. The Russian novelist or dramatist takes to psychology as,0.01,0.3,0.99,0.2,R,9/10
95,STAGE,some of his fellow-countrymen take to drink; in doing this he achieves,0.01,0.3,0.99,0.2,R,9/10
96,STAGE,"fame by showing us what we already know, and at the same time he kills",0.11,0.3,0.99,0.2,R,8/10
97,STAGE,his own creative power. Chekhov just escaped the tragedy of suicide by,0.01,0.3,0.99,0.2,R,9/10
98,STAGE,"introspection, and was only enabled to do this by the possession of",0.01,0.3,0.99,0.2,R,9/10
99,STAGE,"a sense of humour. That is why we should not regard “The Bear,” “The",0.01,0.3,0.99,0.2,R,9/10
100,STAGE,"Wedding,” or “The Anniversary” as the work of a merely humorous young",0.01,0.3,0.98,0.2,R,9/10
101,STAGE,"man, but as the saving graces which made perfect “The Cherry Orchard.”",0.11,0.3,0.98,0.2,R,8/10
102,STAGE,“The Three Sisters” (1901) is said to act better than any other of,0.01,0.3,0.98,0.2,R,9/10
103,STAGE,"Chekhov’s plays, and should surprise an English audience exceedingly. It",0.01,0.3,0.98,0.2,R,9/10
104,STAGE,and “The Cherry Orchard” are the tragedies of doing nothing. The three,0.01,0.3,0.98,0.2,R,9/10
105,STAGE,"sisters have only one desire in the world, to go to Moscow and live",0.01,0.3,0.98,0.2,R,9/10
106,STAGE,"there. There is no reason on earth, economic, sentimental, or other, why",0.01,0.3,0.98,0.2,R,9/10
107,STAGE,they should not pack their bags and take the next train to Moscow. But,0.01,0.3,0.98,0.2,R,9/10
108,STAGE,they will not do it. They cannot do it. And we know perfectly well that,0.01,0.3,0.98,0.2,R,9/10
109,STAGE,"if they were transplanted thither miraculously, they would be extremely",0.01,0.3,0.98,0.2,R,9/10
110,STAGE,unhappy as soon as ever the excitement of the miracle had worn off. In,0.01,0.3,0.98,0.2,R,9/10
111,STAGE,the other play Mme. Ranevsky can be saved from ruin if she will only,0.01,0.3,0.98,0.2,R,9/10
112,STAGE,consent to a perfectly simple step--the sale of an estate. She cannot do,0.01,0.4,0.98,0.2,R,9/10
113,STAGE,"this, is ruined, and thrown out into the unsympathetic world. Chekhov is",0.01,0.3,0.98,0.2,R,9/10
114,STAGE,"the dramatist, not of action, but of inaction. The tragedy of inaction",0.01,0.3,0.98,0.2,R,9/10
115,STAGE,"is as overwhelming, when we understand it, as the tragedy of an Othello,",0.01,0.3,0.98,0.2,R,9/10
116,STAGE,"or a Lear, crushed by the wickedness of others. The former is being",0.01,0.3,0.98,0.2,R,9/10
117,STAGE,"enacted daily, but we do not stage it, we do not know how. But who",0.01,0.3,0.98,0.2,R,9/10
118,STAGE,shall deny that the base of almost all human unhappiness is just this,0.01,0.3,0.98,0.2,R,9/10
119,STAGE,"inaction, manifesting itself in slovenliness of thought and execution,",0.01,0.3,0.98,0.2,R,9/10
120,STAGE,"education, and ideal?",0.01,0.5,0.98,0.2,R,9/10
121,STAGE,"The Russian, painfully conscious of his own weakness, has accepted this",0.01,0.3,0.98,0.2,R,9/10
122,STAGE,"point of view, and regards “The Cherry Orchard” as its master-study in",0.01,0.3,0.98,0.2,R,9/10
123,STAGE,dramatic form. They speak of the palpitating hush which fell upon the,0.01,0.3,0.98,0.2,R,9/10
124,STAGE,audience of the Moscow Art Theatre after the first fall of the curtain,0.01,0.3,0.98,0.2,R,9/10
125,STAGE,at the first performance--a hush so intense as to make Chekhov’s friends,0.02,0.4,0.98,0.2,R,9/10
126,STAGE,undergo the initial emotions of assisting at a vast theatrical failure.,0.02,0.3,0.98,0.2,R,9/10
127,STAGE,"But the silence ryes almost a sob, to be followed, when overcome, by an",0.02,0.3,0.98,0.2,R,9/10
128,STAGE,"epic applause. And, a few months later, Chekhov died.",0.02,0.3,0.98,0.2,R,9/10
129,STAGE,This volume and that of Marian Fell--with which it is uniform--contain,0.02,0.5,0.98,0.2,R,9/10
130,STAGE,all the dramatic works of Chekhov. It considered not worth while to,0.02,0.3,0.98,0.2,R,9/10
131,STAGE,"translate a few fragments published posthumously, or a monologue “On the",0.02,0.3,0.98,0.2,R,9/10
132,STAGE,Evils of Tobacco”--a half humorous lecture by “the husband of his wife;”,0.02,0.4,0.98,0.2,R,9/10
133,STAGE,"which begins “Ladies, and in some respects, gentlemen,” as this is",0.02,0.3,0.98,0.2,R,9/10
134,STAGE,hardly dramatic work. There is also a very short skit on the efficiency,0.02,0.3,0.98,0.2,R,9/10
135,STAGE,"of provincial fire brigades, which was obviously not intended for the",0.02,0.3,0.98,0.2,R,9/10
136,STAGE,stage and has therefore been omitted.,0.02,0.3,0.98,0.2,R,9/10
137,STAGE,"Lastly, the scheme of transliteration employed has been that, generally",0.02,0.3,0.98,0.2,R,9/10
138,STAGE,"speaking, recommended by the Liverpool School of Russian Studies. This",0.02,0.3,0.98,0.2,R,9/10
139,STAGE,"is distinctly the best of those in the field, but as it would compel",0.02,0.3,0.98,0.2,R,9/10
140,STAGE,"one, e.g., to write a popular female name, “Marya,” I have not treated",0.02,0.3,0.98,0.2,R,9/10
141,STAGE,"it absolute respect. For the sake of uniformity with Fell’s volume, the",0.02,0.3,0.98,0.2,R,9/10
142,STAGE,author’s name is spelt Tchekoff on the title-page and cover.,0.02,0.3,0.98,0.2,R,9/10
143,STAGE,J. W.,0.02,0.3,0.98,0.2,R,9/10
144,STAGE,RUSSIAN WEIGHTS AND MEASURES,0.02,0.3,0.98,0.2,R,9/10
145,STAGE,"AND MONEY EMPLOYED IN THE PLAYS, WITH ENGLISH EQUIVALENTS",0.02,0.3,0.98,0.2,R,9/10
146,STAGE,1 verst = 3600 feet = 2/3 mile (almost),0.02,0.3,0.98,0.2,R,9/10
147,STAGE,1 arshin = 28 inches,0.02,0.3,0.98,0.2,R,9/10
148,STAGE,1 dessiatin = 2.7 acres,0.02,0.3,0.98,0.2,R,9/10
149,STAGE,1 copeck = 1/4 d,0.02,0.3,0.98,0.2,R,9/10
150,STAGE,1 rouble = 100 copecks = 2s. 1d.,0.02,0.3,0.98,0.2,R,9/10
151,STAGE,ON THE HIGH ROAD,0.02,0.3,0.98,0.2,R,9/10
152,STAGE,A DRAMATIC STUDY,0.02,0.3,0.98,0.2,R,9/10
153,STAGE,CHARACTERS,0.02,0.3,0.98,0.2,R,9/10
154,STAGE,"TIHON EVSTIGNEYEV, the proprietor of a inn on the main road",0.02,0.3,0.98,0.2,R,9/10
155,STAGE,"SEMYON SERGEYEVITCH BORTSOV, a ruined landowner",0.02,0.3,0.98,0.2,R,9/10
156,STAGE,"MARIA EGOROVNA, his wife",0.02,0.3,0.98,0.2,R,9/10
157,STAGE,"SAVVA, an aged pilgrim",0.02,0.3,0.98,0.2,R,9/10
158,STAGE,"NAZAROVNA and EFIMOVNA, women pilgrims",0.02,0.3,0.98,0.2,R,9/10
159,STAGE,"FEDYA, a labourer",0.02,0.3,0.98,0.2,R,9/10
160,STAGE,"EGOR MERIK, a tramp",0.02,0.3,0.98,0.2,R,9/10
161,STAGE,"KUSMA, a driver",0.02,0.3,0.98,0.2,R,9/10
162,STAGE,POSTMAN,0.02,0.3,0.98,0.2,R,9/10
163,STAGE,BORTSOV’S WIFE’S COACHMAN,0.02,0.3,0.98,0.2,R,9/10
164,STAGE,"PILGRIMS, CATTLE-DEALERS, ETC.",0.02,0.3,0.98,0.2,R,9/10
165,STAGE,The action takes place in one of the provinces of Southern Russia,0.02,0.3,0.98,0.2,R,9/10
166,STAGE,shelves with bottles. At the back is a door leading out of the house.,0.02,0.3,0.98,0.2,R,9/10
167,STAGE,"Over it, on the outside, hangs a dirty red lantern. The floor and the",0.02,0.3,0.97,0.2,R,9/10
168,STAGE,"forms, which stand against the wall, are closely occupied by pilgrims",0.02,0.3,0.97,0.2,R,9/10
169,STAGE,"and passers-by. Many of them, for lack of space, are sleeping as they",0.02,0.3,0.97,0.2,R,9/10
170,STAGE,"sit. It is late at night. As the curtain rises thunder is heard, and",0.02,0.3,0.97,0.2,R,9/10
171,STAGE,lightning is seen through the door.],0.02,0.3,0.97,0.2,R,9/10
172,STAGE,"of the forms, and is quietly playing on a concertina. Next to him",0.02,0.3,0.97,0.2,R,9/10
173,STAGE,"is BORTSOV, wearing a shabby summer overcoat. SAVVA, NAZAROVNA, and",0.02,0.3,0.97,0.2,R,9/10
174,STAGE,EFIMOVNA are stretched out on the floor by the benches.],0.02,0.3,0.97,0.2,R,9/10
175,EFIMOVNA,[To NAZAROVNA] Give the old man a nudge dear! Can’t get any,0.02,0.45,0.97,0.7,R,9/10
176,EFIMOVNA,answer out of him.,0.02,0.3,0.97,0.2,R,9/10
177,NAZAROVNA,[Lifting the corner of a cloth covering of SAVVA’S face] Are,0.02,0.3,0.97,0.7,R,9/10
178,NAZAROVNA,"you alive or are you dead, you holy man?",0.02,0.5,0.97,0.2,R,9/10
179,SAVVA,"Why should I be dead? I’m alive, mother! [Raises himself on his",0.02,0.65,0.97,0.7,R,9/10
180,SAVVA,"elbow] Cover up my feet, there’s a saint! That’s it. A bit more on the",0.02,0.45,0.97,0.2,R,9/10
181,SAVVA,"right one. That’s it, mother. God be good to us.",0.02,0.3,0.97,0.2,R,9/10
182,NAZAROVNA,"[Wrapping up SAVVA’S feet] Sleep, little father.",0.02,0.3,0.97,0.7,R,9/10
183,SAVVA,What sleep can I have? If only I had the patience to endure this,0.02,0.5,0.97,0.7,R,9/10
184,SAVVA,"pain, mother; sleep’s quite another matter. A sinner doesn’t deserve to",0.02,0.3,0.97,0.2,R,9/10
185,SAVVA,"be given rest. What’s that noise, pilgrim-woman?",0.02,0.5,0.97,0.2,R,9/10
186,NAZAROVNA,"God is sending a storm. The wind is wailing, and the rain is",0.02,0.3,0.97,0.7,R,9/10
187,NAZAROVNA,"pouring down, pouring down. All down the roof and into the windows like",0.02,0.3,0.97,0.2,R,9/10
188,NAZAROVNA,dried peas. Do you hear? The windows of heaven are opened... [Thunder],0.02,0.6,0.97,0.2,R,9/10
189,NAZAROVNA,"Holy, holy, holy...",0.02,0.4,0.97,0.2,R,9/10
190,FEDYA,"And it roars and thunders, and rages, sad there’s no end to",0.02,0.3,0.97,0.7,R,9/10
191,FEDYA,it! Hoooo... it’s like the noise of a forest.... Hoooo.... The wind is,0.02,0.75,0.97,0.2,R,9/10
192,FEDYA,"wailing like a dog.... [Shrinking back] It’s cold! My clothes are wet,",0.02,0.55,0.97,0.2,R,9/10
193,FEDYA,it’s all coming in through the open door... you might put me through a,0.02,0.4,0.97,0.2,R,9/10
194,FEDYA,"wringer.... [Plays softly] My concertina’s damp, and so there’s no music",0.02,0.4,0.97,0.2,R,9/10
195,FEDYA,"for you, my Orthodox brethren, or else I’d give you such a concert, my",0.02,0.3,0.97,0.2,R,9/10
196,FEDYA,"word!--Something marvellous! You can have a quadrille, or a polka, if",0.02,0.7,0.97,0.2,R,9/10
197,FEDYA,"you like, or some Russian dance for two.... I can do them all. In the",0.02,0.4,0.97,0.2,R,9/10
198,FEDYA,"town, where I was an attendant at the Grand Hotel, I couldn’t make any",0.02,0.3,0.97,0.2,R,9/10
199,FEDYA,"money, but I did wonders on my concertina. And, I can play the guitar.",0.02,0.3,0.97,0.2,R,9/10
200,A VOICE FROM THE CORNER,A silly speech from a silly fool.,0.02,0.3,0.97,0.7,R,9/10
201,FEDYA,I can hear another of them. [Pause.],0.02,0.3,0.97,0.7,R,9/10
202,NAZAROVNA,"[To SAVVA] If you’d only lie where it was warm now, old man,",0.02,0.3,0.97,0.7,R,9/10
203,NAZAROVNA,and warm your feet. [Pause.] Old man! Man of God! [Shakes SAVVA] Are you,0.02,0.6,0.97,0.2,R,9/10
204,NAZAROVNA,going to die?,0.02,0.5,0.97,0.2,R,9/10
205,FEDYA,"You ought to drink a little vodka, grandfather. Drink, and it’ll",0.02,0.3,0.97,0.7,R,9/10
206,FEDYA,"burn, burn in your stomach, and warm up your heart. Drink, do!",0.02,0.45,0.97,0.2,R,9/10
207,NAZAROVNA,"Don’t swank, young man! Perhaps the old man is giving back",0.02,0.45,0.97,0.7,R,9/10
208,NAZAROVNA,"his soul to God, or repenting for his sins, and you talk like that, and",0.02,0.3,0.97,0.2,R,9/10
209,NAZAROVNA,play your concertina.... Put it down! You’ve no shame!,0.03,0.7,0.97,0.2,R,9/10
210,FEDYA,And what are you sticking to him for? He can’t do anything and,0.03,0.5,0.97,0.7,R,9/10
211,FEDYA,"you... with your old women’s talk... He can’t say a word in reply, and",0.03,0.5,0.97,0.2,R,9/10
212,FEDYA,"you’re glad, and happy because he’s listening to your nonsense.... You",0.03,0.4,0.97,0.2,R,9/10
213,FEDYA,"go on sleeping, grandfather; never mind her! Let her talk, don’t you",0.03,0.45,0.97,0.2,R,9/10
214,FEDYA,take any notice of her. A woman’s tongue is the devil’s broom--it will,0.03,0.4,0.97,0.2,R,9/10
215,FEDYA,sweep the good man and the clever man both out of the house. Don’t,0.03,0.3,0.97,0.2,R,9/10
216,FEDYA,"you mind.... [Waves his hands] But it’s thin you are, brother of mine!",0.03,0.55,0.97,0.2,R,9/10
217,FEDYA,Terrible! Like a dead skeleton! No life in you! Are you really dying?,0.03,0.95,0.97,0.2,R,9/10
218,SAVVA,"Why should I die? Save me, O Lord, from dying in vain.... I’ll",0.03,0.6,0.97,0.7,R,9/10
219,SAVVA,"suffer a little, and then get up with God’s help.... The Mother of God",0.03,0.4,0.97,0.2,R,9/10
220,SAVVA,won’t let me die in a strange land.... I’ll die at home.,0.03,0.4,0.97,0.2,R,9/10
221,FEDYA,Are you from far off?,0.03,0.5,0.97,0.7,R,9/10
222,SAVVA,From Vologda. The town itself.... I live there.,0.03,0.4,0.97,0.7,R,9/10
223,FEDYA,And where is this Vologda?,0.03,0.5,0.97,0.7,R,9/10
224,TIHON,The other side of Moscow....,0.03,0.4,0.97,0.7,R,9/10
225,FEDYA,"Well, well, well.... You have come a long way, old man! On foot?",0.03,0.75,0.97,0.7,R,9/10
226,SAVVA,"On foot, young man. I’ve been to Tihon of the Don, and I’m",0.03,0.3,0.97,0.7,R,9/10
227,SAVVA,"going to the Holy Hills. [Note: On the Donetz, south-east of Kharkov; a",0.03,0.3,0.97,0.2,R,9/10
228,SAVVA,"monastery containing a miraculous ikon.]... From there, if God wills it,",0.03,0.4,0.97,0.2,R,9/10
229,SAVVA,"to Odessa.... They say you can get to Jerusalem cheap from there, for",0.03,0.4,0.97,0.2,R,9/10
230,SAVVA,"twenty-ones roubles, they say....",0.03,0.4,0.97,0.2,R,9/10
231,FEDYA,And have you been to Moscow?,0.03,0.5,0.97,0.7,R,9/10
232,SAVVA,Rather! Five times....,0.03,0.55,0.97,0.7,R,9/10
233,FEDYA,Is it a good town? [Smokes] Well-standing?,0.03,0.7,0.97,0.7,R,9/10
234,FEDYA,"Sews. There are many holy places there, young man.... Where there are",0.03,0.4,0.96,0.2,R,9/10
235,FEDYA,many holy places it’s always a good town....,0.03,0.4,0.96,0.2,R,9/10
236,BORTSOV,"[Goes up to the counter, to TIHON] Once more, please! For the",0.03,0.45,0.96,0.7,R,9/10
237,BORTSOV,"sake of Christ, give it to me!",0.03,0.45,0.96,0.2,R,9/10
238,FEDYA,The chief thing about a town is that it should be clean. If it’s,0.03,0.3,0.96,0.7,R,9/10
239,FEDYA,"dusty, it must be watered; if it’s dirty, it must be cleaned. There",0.03,0.3,0.96,0.2,R,9/10
240,FEDYA,"ought to be big houses... a theatre... police... cabs, which... I’ve",0.03,0.7,0.96,0.2,R,9/10
241,FEDYA,"lived in a town myself, I understand.",0.03,0.3,0.96,0.2,R,9/10
242,BORTSOV,Just a little glass. I’ll pay you for it later.,0.03,0.3,0.96,0.7,R,9/10
243,TIHON,That’s enough now.,0.03,0.3,0.96,0.7,R,9/10
244,BORTSOV,I ask you! Do be kind to me!,0.03,0.6,0.96,0.7,R,9/10
245,TIHON,Get away!,0.03,0.45,0.96,0.7,R,9/10
246,BORTSOV,"You don’t understand me.... Understand me, you fool, if there’s",0.03,0.4,0.96,0.7,R,9/10
247,BORTSOV,"a drop of brain in your peasant’s wooden head, that it isn’t I who am",0.03,0.3,0.96,0.2,R,9/10
248,BORTSOV,"asking you, but my inside, using the words you understand, that’s what’s",0.03,0.3,0.96,0.2,R,9/10
249,BORTSOV,asking! My illness is what’s asking! Understand!,0.03,0.75,0.96,0.2,R,9/10
250,TIHON,We don’t understand anything.... Get back!,0.03,0.55,0.96,0.7,R,9/10
251,BORTSOV,"Because if I don’t have a drink at once, just you understand",0.03,0.3,0.96,0.7,R,9/10
252,BORTSOV,"this, if I don’t satisfy my needs, I may commit some crime. God only",0.03,0.3,0.96,0.2,R,9/10
253,BORTSOV,"knows what I might do! In the time you’ve kept this place, you rascal,",0.03,0.45,0.96,0.2,R,9/10
254,BORTSOV,"haven’t you seen a lot of drunkards, and haven’t you yet got to",0.03,0.3,0.96,0.2,R,9/10
255,BORTSOV,understand what they’re like? They’re diseased! You can do anything you,0.03,0.65,0.96,0.2,R,9/10
256,BORTSOV,"like to them, but you must give them vodka! Well, now, I implore you!",0.03,0.6,0.96,0.2,R,9/10
257,BORTSOV,Please! I humbly ask you! God only knows how humbly!,0.03,0.75,0.96,0.2,R,9/10
258,TIHON,You can have the vodka if you pay for it.,0.03,0.3,0.96,0.7,R,9/10
259,BORTSOV,Where am I to get the money? I’ve drunk it all! Down to the,0.03,0.65,0.96,0.7,R,9/10
260,BORTSOV,"ground! What can I give you? I’ve only got this coat, but I can’t give",0.03,0.65,0.96,0.2,R,9/10
261,BORTSOV,you that. I’ve nothing on underneath.... Would you like my cap? [Takes,0.03,0.6,0.96,0.2,R,9/10
262,BORTSOV,it off and gives it to TIHON],0.03,0.3,0.96,0.2,R,9/10
263,TIHON,[Looks it over] Hm.... There are all sorts of caps.... It might,0.03,0.5,0.96,0.7,R,9/10
264,TIHON,be a sieve from the holes in it....,0.03,0.4,0.96,0.2,R,9/10
265,FEDYA,[Laughs] A gentleman’s cap! You’ve got to take it off in front of,0.03,0.45,0.96,0.7,R,9/10
266,FEDYA,"the mam’selles. How do you do, good-bye! How are you?",0.03,0.65,0.96,0.2,R,9/10
