BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
27,STAGE,Scene II. Fife. A Room in Macduff’s Castle.,0.01,0.3,0.99,0.2,R,9/10
28,STAGE,Scene III. England. Before the King’s Palace.,0.01,0.3,0.99,0.2,R,9/10
29,STAGE,ACT V,0.01,0.3,0.99,0.2,R,9/10
30,STAGE,Scene I. Dunsinane. A Room in the Castle.,0.01,0.3,0.99,0.2,R,9/10
31,STAGE,Scene II. The Country near Dunsinane.,0.01,0.3,0.99,0.2,R,9/10
32,STAGE,Scene III. Dunsinane. A Room in the Castle.,0.01,0.3,0.99,0.2,R,9/10
33,STAGE,Scene IV. Country near Dunsinane: a Wood in view.,0.01,0.3,0.99,0.2,R,9/10
34,STAGE,Scene V. Dunsinane. Within the castle.,0.01,0.3,0.99,0.2,R,9/10
35,STAGE,Scene VI. The same. A Plain before the Castle.,0.01,0.3,0.99,0.2,R,9/10
36,STAGE,Scene VII. The same. Another part of the Plain.,0.01,0.3,0.99,0.2,R,9/10
37,STAGE,Scene VIII. The same. Another part of the field.,0.01,0.3,0.99,0.2,R,9/10
38,STAGE,Dramatis Personæ,0.01,0.3,0.98,0.2,R,9/10
39,STAGE,"DUNCAN, King of Scotland.",0.01,0.3,0.98,0.2,R,9/10
40,STAGE,"MALCOLM, his Son.",0.01,0.3,0.98,0.2,R,9/10
41,STAGE,"DONALBAIN, his Son.",0.01,0.3,0.98,0.2,R,9/10
42,STAGE,"MACBETH, General in the King’s Army.",0.01,0.3,0.98,0.2,R,9/10
43,STAGE,"BANQUO, General in the King’s Army.",0.01,0.3,0.98,0.2,R,9/10
44,STAGE,"MACDUFF, Nobleman of Scotland.",0.01,0.3,0.98,0.2,R,9/10
45,STAGE,"LENNOX, Nobleman of Scotland.",0.01,0.3,0.98,0.2,R,9/10
46,STAGE,"ROSS, Nobleman of Scotland.",0.01,0.3,0.98,0.2,R,9/10
47,STAGE,"MENTEITH, Nobleman of Scotland.",0.02,0.3,0.98,0.2,R,9/10
48,STAGE,"ANGUS, Nobleman of Scotland.",0.02,0.3,0.98,0.2,R,9/10
49,STAGE,"CAITHNESS, Nobleman of Scotland.",0.02,0.3,0.98,0.2,R,9/10
50,STAGE,"FLEANCE, Son to Banquo.",0.02,0.3,0.98,0.2,R,9/10
51,STAGE,"SIWARD, Earl of Northumberland, General of the English Forces.",0.02,0.3,0.98,0.2,R,9/10
52,STAGE,"YOUNG SIWARD, his Son.",0.02,0.3,0.98,0.2,R,9/10
53,STAGE,"SEYTON, an Officer attending on Macbeth.",0.02,0.3,0.98,0.2,R,9/10
54,STAGE,"BOY, Son to Macduff.",0.02,0.3,0.98,0.2,R,9/10
55,STAGE,An English Doctor.,0.02,0.3,0.98,0.2,R,9/10
56,STAGE,A Scottish Doctor.,0.02,0.3,0.98,0.2,R,9/10
57,STAGE,A Soldier.,0.02,0.3,0.98,0.2,R,9/10
58,STAGE,A Porter.,0.02,0.3,0.98,0.2,R,9/10
59,STAGE,An Old Man.,0.02,0.3,0.98,0.2,R,9/10
60,LADY MACDUFF,Gentlewoman attending on Lady Macbeth.,0.02,0.3,0.98,0.7,R,9/10
61,LADY MACDUFF,"HECATE, and three Witches.",0.02,0.3,0.98,0.2,R,9/10
62,LADY MACDUFF,"Lords, Gentlemen, Officers, Soldiers, Murderers, Attendants and",0.12,0.3,0.98,0.2,R,8/10
63,LADY MACDUFF,Messengers.,0.02,0.3,0.97,0.2,R,9/10
64,LADY MACDUFF,The Ghost of Banquo and several other Apparitions.,0.02,0.3,0.97,0.2,R,9/10
65,SCENE,"In the end of the Fourth Act, in England; through the rest of",0.02,0.3,0.97,0.7,R,9/10
66,SCENE,"the Play, in Scotland; and chiefly at Macbeth’s Castle.",0.02,0.3,0.97,0.2,R,9/10
67,SCENE,ACT I,0.02,0.3,0.97,0.2,R,9/10
68,SCENE I,An open Place.,0.02,0.3,0.97,0.7,R,9/10
69,SCENE I,Thunder and Lightning. Enter three Witches.,0.02,0.3,0.97,0.2,R,9/10
70,FIRST WITCH,When shall we three meet again?,0.02,0.5,0.97,0.7,R,9/10
71,FIRST WITCH,"In thunder, lightning, or in rain?",0.02,0.5,0.97,0.2,R,9/10
72,SECOND WITCH,"When the hurlyburly’s done,",0.02,0.3,0.97,0.7,R,9/10
73,SECOND WITCH,When the battle’s lost and won.,0.02,0.3,0.97,0.2,R,9/10
74,THIRD WITCH,That will be ere the set of sun.,0.02,0.3,0.97,0.7,R,9/10
75,FIRST WITCH,Where the place?,0.02,0.5,0.97,0.7,R,9/10
76,SECOND WITCH,Upon the heath.,0.02,0.3,0.97,0.7,R,9/10
77,THIRD WITCH,There to meet with Macbeth.,0.02,0.3,0.97,0.7,R,9/10
78,FIRST WITCH,"I come, Graymalkin!",0.02,0.45,0.97,0.7,R,9/10
79,SECOND WITCH,Paddock calls.,0.03,0.3,0.97,0.7,R,9/10
80,THIRD WITCH,Anon.,0.03,0.3,0.97,0.7,R,9/10
81,ALL,"Fair is foul, and foul is fair:",0.03,0.3,0.97,0.7,R,9/10
82,ALL,Hover through the fog and filthy air.,0.03,0.3,0.97,0.2,R,9/10
83,SCENE II,A Camp near Forres.,0.03,0.3,0.97,0.7,R,9/10
84,SCENE II,"Alarum within. Enter King Duncan, Malcolm, Donalbain, Lennox, with",0.03,0.3,0.97,0.2,R,9/10
85,SCENE II,"Attendants, meeting a bleeding Captain.",0.03,0.3,0.97,0.2,R,9/10
86,DUNCAN,"What bloody man is that? He can report,",0.13,0.5,0.97,0.7,R,8/10
87,DUNCAN,"As seemeth by his plight, of the revolt",0.03,0.3,0.97,0.2,R,9/10
88,DUNCAN,The newest state.,0.03,0.3,0.96,0.2,R,9/10
89,MALCOLM,This is the sergeant,0.03,0.3,0.96,0.7,R,9/10
90,MALCOLM,"Who, like a good and hardy soldier, fought",0.03,0.3,0.96,0.2,R,9/10
91,MALCOLM,"’Gainst my captivity.—Hail, brave friend!",0.03,0.45,0.96,0.2,R,9/10
92,MALCOLM,Say to the King the knowledge of the broil,0.03,0.3,0.96,0.2,R,9/10
93,MALCOLM,As thou didst leave it.,0.03,0.3,0.96,0.2,R,9/10
94,SOLDIER,Doubtful it stood;,0.03,0.3,0.96,0.7,R,9/10
95,SOLDIER,As two spent swimmers that do cling together,0.03,0.3,0.96,0.2,R,9/10
96,SOLDIER,And choke their art. The merciless Macdonwald,0.03,0.3,0.96,0.2,R,9/10
97,SOLDIER,The multiplying villainies of nature,0.03,0.3,0.96,0.2,R,9/10
98,SOLDIER,Do swarm upon him) from the Western Isles,0.03,0.3,0.96,0.2,R,9/10
99,SOLDIER,Of kerns and gallowglasses is supplied;,0.03,0.3,0.96,0.2,R,9/10
100,SOLDIER,"And Fortune, on his damned quarrel smiling,",0.03,0.3,0.96,0.2,R,9/10
101,SOLDIER,Show’d like a rebel’s whore. But all’s too weak;,0.03,0.3,0.96,0.2,R,9/10
102,SOLDIER,"For brave Macbeth (well he deserves that name),",0.03,0.3,0.96,0.2,R,9/10
103,SOLDIER,"Disdaining Fortune, with his brandish’d steel,",0.03,0.3,0.96,0.2,R,9/10
104,SOLDIER,"Which smok’d with bloody execution,",0.13,0.3,0.96,0.2,R,8/10
105,SOLDIER,"Like Valour’s minion, carv’d out his passage,",0.03,0.3,0.96,0.2,R,9/10
106,SOLDIER,Till he fac’d the slave;,0.03,0.3,0.96,0.2,R,9/10
107,SOLDIER,"Which ne’er shook hands, nor bade farewell to him,",0.03,0.3,0.96,0.2,R,9/10
108,SOLDIER,"Till he unseam’d him from the nave to the chops,",0.03,0.3,0.96,0.2,R,9/10
109,SOLDIER,And fix’d his head upon our battlements.,0.03,0.3,0.96,0.2,R,9/10
110,DUNCAN,O valiant cousin! worthy gentleman!,0.04,0.6,0.96,0.7,R,9/10
111,SOLDIER,As whence the sun ’gins his reflection,0.04,0.3,0.96,0.7,R,9/10
112,SOLDIER,"Shipwracking storms and direful thunders break,",0.04,0.3,0.96,0.2,R,9/10
113,SOLDIER,"So from that spring, whence comfort seem’d to come",0.04,0.3,0.95,0.2,R,9/10
114,SOLDIER,"Discomfort swells. Mark, King of Scotland, mark:",0.04,0.3,0.95,0.2,R,9/10
115,SOLDIER,"No sooner justice had, with valour arm’d,",0.04,0.3,0.95,0.2,R,9/10
116,SOLDIER,"Compell’d these skipping kerns to trust their heels,",0.04,0.3,0.95,0.2,R,9/10
117,SOLDIER,"But the Norweyan lord, surveying vantage,",0.04,0.3,0.95,0.2,R,9/10
118,SOLDIER,"With furbish’d arms and new supplies of men,",0.04,0.3,0.95,0.2,R,9/10
119,SOLDIER,Began a fresh assault.,0.04,0.3,0.95,0.2,R,9/10
120,DUNCAN,Dismay’d not this,0.04,0.3,0.95,0.7,R,9/10
121,DUNCAN,"Our captains, Macbeth and Banquo?",0.04,0.5,0.95,0.2,R,9/10
122,SOLDIER,Yes;,0.04,0.3,0.95,0.7,R,9/10
123,SOLDIER,"As sparrows eagles, or the hare the lion.",0.04,0.3,0.95,0.2,R,9/10
124,SOLDIER,"If I say sooth, I must report they were",0.04,0.3,0.95,0.2,R,9/10
125,SOLDIER,As cannons overcharg’d with double cracks;,0.04,0.3,0.95,0.2,R,9/10
126,SOLDIER,So they,0.04,0.3,0.95,0.2,R,9/10
127,SOLDIER,Doubly redoubled strokes upon the foe:,0.04,0.3,0.95,0.2,R,9/10
128,SOLDIER,"Except they meant to bathe in reeking wounds,",0.04,0.3,0.95,0.2,R,9/10
129,SOLDIER,"Or memorize another Golgotha,",0.04,0.3,0.95,0.2,R,9/10
130,SOLDIER,I cannot tell—,0.04,0.3,0.95,0.2,R,9/10
131,SOLDIER,"But I am faint, my gashes cry for help.",0.04,0.3,0.95,0.2,R,9/10
132,DUNCAN,So well thy words become thee as thy wounds:,0.04,0.3,0.95,0.7,R,9/10
133,DUNCAN,"They smack of honour both.—Go, get him surgeons.",0.04,0.3,0.95,0.2,R,9/10
134,DUNCAN,Enter Ross and Angus.,0.04,0.3,0.95,0.2,R,9/10
135,DUNCAN,Who comes here?,0.04,0.5,0.95,0.2,R,9/10
136,MALCOLM,The worthy Thane of Ross.,0.04,0.3,0.95,0.7,R,9/10
137,LENNOX,What a haste looks through his eyes! So should he look,0.04,0.45,0.95,0.7,R,9/10
138,LENNOX,That seems to speak things strange.,0.04,0.3,0.94,0.2,R,9/10
139,ROSS,God save the King!,0.04,0.45,0.94,0.7,R,9/10
140,DUNCAN,"Whence cam’st thou, worthy thane?",0.04,0.5,0.94,0.7,R,9/10
141,ROSS,"From Fife, great King,",0.05,0.3,0.94,0.7,R,9/10
142,ROSS,Where the Norweyan banners flout the sky,0.05,0.3,0.94,0.2,R,9/10
143,ROSS,And fan our people cold.,0.05,0.3,0.94,0.2,R,9/10
144,ROSS,"Norway himself, with terrible numbers,",0.05,0.3,0.94,0.2,R,9/10
145,ROSS,"Assisted by that most disloyal traitor,",0.05,0.3,0.94,0.2,R,9/10
146,ROSS,"The Thane of Cawdor, began a dismal conflict;",0.05,0.3,0.94,0.2,R,9/10
147,ROSS,"Till that Bellona’s bridegroom, lapp’d in proof,",0.05,0.3,0.94,0.2,R,9/10
148,ROSS,"Confronted him with self-comparisons,",0.05,0.3,0.94,0.2,R,9/10
149,ROSS,"Point against point, rebellious arm ’gainst arm,",0.05,0.3,0.94,0.2,R,9/10
150,ROSS,"Curbing his lavish spirit: and, to conclude,",0.05,0.3,0.94,0.2,R,9/10
151,ROSS,The victory fell on us.,0.05,0.3,0.94,0.2,R,9/10
152,DUNCAN,Great happiness!,0.05,0.45,0.94,0.7,R,9/10
153,ROSS,That now,0.05,0.3,0.94,0.7,R,9/10
154,ROSS,"Sweno, the Norways’ king, craves composition;",0.05,0.3,0.94,0.2,R,9/10
155,ROSS,Nor would we deign him burial of his men,0.05,0.3,0.94,0.2,R,9/10
156,ROSS,Till he disbursed at Saint Colme’s Inch,0.05,0.3,0.94,0.2,R,9/10
157,ROSS,Ten thousand dollars to our general use.,0.05,0.3,0.94,0.2,R,9/10
158,DUNCAN,No more that Thane of Cawdor shall deceive,0.05,0.3,0.94,0.7,R,9/10
159,DUNCAN,"Our bosom interest. Go pronounce his present death,",0.15,0.3,0.94,0.2,R,8/10
160,DUNCAN,And with his former title greet Macbeth.,0.05,0.3,0.94,0.2,R,9/10
161,ROSS,I’ll see it done.,0.05,0.3,0.94,0.7,R,9/10
162,DUNCAN,"What he hath lost, noble Macbeth hath won.",0.05,0.3,0.94,0.7,R,9/10
163,SCENE III,A heath.,0.05,0.3,0.93,0.7,R,9/10
164,SCENE III,Thunder. Enter the three Witches.,0.05,0.3,0.93,0.2,R,9/10
165,FIRST WITCH,"Where hast thou been, sister?",0.05,0.5,0.93,0.7,R,9/10
166,SECOND WITCH,Killing swine.,0.15,0.3,0.93,0.7,R,8/10
167,THIRD WITCH,"Sister, where thou?",0.05,0.5,0.93,0.7,R,9/10
168,FIRST WITCH,"A sailor’s wife had chestnuts in her lap,",0.05,0.3,0.93,0.7,R,9/10
169,FIRST WITCH,"And mounch’d, and mounch’d, and mounch’d. “Give me,” quoth I.",0.05,0.3,0.93,0.2,R,9/10
170,FIRST WITCH,"“Aroint thee, witch!” the rump-fed ronyon cries.",0.05,0.45,0.93,0.2,R,9/10
171,FIRST WITCH,"Her husband’s to Aleppo gone, master o’ th’ _Tiger:_",0.05,0.3,0.93,0.2,R,9/10
172,FIRST WITCH,"But in a sieve I’ll thither sail,",0.06,0.3,0.93,0.2,R,9/10
173,FIRST WITCH,"And, like a rat without a tail,",0.06,0.3,0.93,0.2,R,9/10
174,FIRST WITCH,"I’ll do, I’ll do, and I’ll do.",0.06,0.3,0.93,0.2,R,9/10
175,SECOND WITCH,I’ll give thee a wind.,0.06,0.3,0.93,0.7,R,9/10
176,FIRST WITCH,Th’art kind.,0.06,0.3,0.93,0.7,R,9/10
177,THIRD WITCH,And I another.,0.06,0.3,0.93,0.7,R,9/10
178,FIRST WITCH,"I myself have all the other,",0.06,0.3,0.93,0.7,R,9/10
179,FIRST WITCH,"And the very ports they blow,",0.06,0.3,0.93,0.2,R,9/10
180,FIRST WITCH,All the quarters that they know,0.06,0.3,0.93,0.2,R,9/10
181,FIRST WITCH,I’ the shipman’s card.,0.06,0.3,0.93,0.2,R,9/10
182,FIRST WITCH,I will drain him dry as hay:,0.06,0.3,0.93,0.2,R,9/10
183,FIRST WITCH,Sleep shall neither night nor day,0.06,0.3,0.93,0.2,R,9/10
184,FIRST WITCH,Hang upon his pent-house lid;,0.06,0.3,0.93,0.2,R,9/10
185,FIRST WITCH,He shall live a man forbid.,0.06,0.3,0.93,0.2,R,9/10
186,FIRST WITCH,"Weary sev’n-nights nine times nine,",0.06,0.3,0.93,0.2,R,9/10
187,FIRST WITCH,"Shall he dwindle, peak, and pine:",0.06,0.3,0.93,0.2,R,9/10
188,FIRST WITCH,"Though his bark cannot be lost,",0.06,0.3,0.92,0.2,R,9/10
189,FIRST WITCH,Yet it shall be tempest-tost.,0.06,0.3,0.92,0.2,R,9/10
190,FIRST WITCH,Look what I have.,0.06,0.3,0.92,0.2,R,9/10
191,SECOND WITCH,"Show me, show me.",0.06,0.3,0.92,0.7,R,9/10
192,FIRST WITCH,"Here I have a pilot’s thumb,",0.06,0.3,0.92,0.7,R,9/10
193,FIRST WITCH,Wrack’d as homeward he did come.,0.06,0.3,0.92,0.2,R,9/10
194,THIRD WITCH,"A drum, a drum!",0.06,0.45,0.92,0.7,R,9/10
195,THIRD WITCH,Macbeth doth come.,0.06,0.3,0.92,0.2,R,9/10
196,ALL,"The Weird Sisters, hand in hand,",0.06,0.3,0.92,0.7,R,9/10
197,ALL,"Posters of the sea and land,",0.06,0.3,0.92,0.2,R,9/10
198,ALL,"Thus do go about, about:",0.06,0.3,0.92,0.2,R,9/10
199,ALL,"Thrice to thine, and thrice to mine,",0.06,0.3,0.92,0.2,R,9/10
200,ALL,"And thrice again, to make up nine.",0.06,0.3,0.92,0.2,R,9/10
201,ALL,Peace!—the charm’s wound up.,0.06,0.45,0.92,0.2,R,9/10
202,ALL,Enter Macbeth and Banquo.,0.06,0.3,0.92,0.2,R,9/10
203,MACBETH,So foul and fair a day I have not seen.,0.07,0.3,0.92,0.7,R,9/10
204,BANQUO,"How far is’t call’d to Forres?—What are these,",0.07,0.5,0.92,0.7,R,9/10
205,BANQUO,"So wither’d, and so wild in their attire,",0.07,0.3,0.92,0.2,R,9/10
206,BANQUO,"That look not like the inhabitants o’ th’ earth,",0.07,0.3,0.92,0.2,R,9/10
207,BANQUO,And yet are on’t?—Live you? or are you aught,0.07,0.7,0.92,0.2,R,9/10
208,BANQUO,"That man may question? You seem to understand me,",0.07,0.5,0.92,0.2,R,9/10
209,BANQUO,By each at once her choppy finger laying,0.07,0.3,0.92,0.2,R,9/10
210,BANQUO,"Upon her skinny lips. You should be women,",0.07,0.3,0.92,0.2,R,9/10
211,BANQUO,And yet your beards forbid me to interpret,0.07,0.3,0.92,0.2,R,9/10
212,BANQUO,That you are so.,0.07,0.3,0.92,0.2,R,9/10
213,MACBETH,"Speak, if you can;—what are you?",0.07,0.5,0.91,0.7,R,9/10
214,FIRST WITCH,"All hail, Macbeth! hail to thee, Thane of Glamis!",0.07,0.6,0.91,0.7,R,9/10
215,SECOND WITCH,"All hail, Macbeth! hail to thee, Thane of Cawdor!",0.07,0.6,0.91,0.7,R,9/10
216,THIRD WITCH,"All hail, Macbeth! that shalt be king hereafter!",0.07,0.6,0.91,0.7,R,9/10
217,BANQUO,"Good sir, why do you start and seem to fear",0.07,0.3,0.91,0.7,R,9/10
218,BANQUO,"Things that do sound so fair?—I’ th’ name of truth,",0.07,0.5,0.91,0.2,R,9/10
219,BANQUO,"Are ye fantastical, or that indeed",0.07,0.3,0.91,0.2,R,9/10
220,BANQUO,Which outwardly ye show? My noble partner,0.07,0.5,0.91,0.2,R,9/10
221,BANQUO,You greet with present grace and great prediction,0.07,0.3,0.91,0.2,R,9/10
222,BANQUO,"Of noble having and of royal hope,",0.07,0.3,0.91,0.2,R,9/10
223,BANQUO,That he seems rapt withal. To me you speak not.,0.07,0.3,0.91,0.2,R,9/10
224,BANQUO,"If you can look into the seeds of time,",0.07,0.3,0.91,0.2,R,9/10
225,BANQUO,"And say which grain will grow, and which will not,",0.07,0.3,0.91,0.2,R,9/10
226,BANQUO,"Speak then to me, who neither beg nor fear",0.07,0.3,0.91,0.2,R,9/10
227,BANQUO,Your favours nor your hate.,0.07,0.3,0.91,0.2,R,9/10
228,FIRST WITCH,Hail!,0.07,0.45,0.91,0.7,R,9/10
229,SECOND WITCH,Hail!,0.07,0.45,0.91,0.7,R,9/10
230,THIRD WITCH,Hail!,0.07,0.45,0.91,0.7,R,9/10
231,FIRST WITCH,"Lesser than Macbeth, and greater.",0.07,0.3,0.91,0.7,R,9/10
232,SECOND WITCH,"Not so happy, yet much happier.",0.07,0.3,0.91,0.7,R,9/10
233,THIRD WITCH,"Thou shalt get kings, though thou be none:",0.07,0.3,0.91,0.7,R,9/10
234,THIRD WITCH,"So all hail, Macbeth and Banquo!",0.07,0.45,0.91,0.2,R,9/10
235,FIRST WITCH,"Banquo and Macbeth, all hail!",0.08,0.45,0.91,0.7,R,9/10
236,MACBETH,"Stay, you imperfect speakers, tell me more.",0.08,0.3,0.91,0.7,R,9/10
237,MACBETH,By Sinel’s death I know I am Thane of Glamis;,0.18,0.3,0.91,0.2,R,8/10
238,MACBETH,"But how of Cawdor? The Thane of Cawdor lives,",0.08,0.5,0.9,0.2,R,9/10
239,MACBETH,A prosperous gentleman; and to be king,0.08,0.3,0.9,0.2,R,9/10
240,MACBETH,"Stands not within the prospect of belief,",0.08,0.3,0.9,0.2,R,9/10
241,MACBETH,No more than to be Cawdor. Say from whence,0.08,0.3,0.9,0.2,R,9/10
242,MACBETH,You owe this strange intelligence? or why,0.08,0.5,0.9,0.2,R,9/10
243,MACBETH,Upon this blasted heath you stop our way,0.08,0.3,0.9,0.2,R,9/10
244,MACBETH,"With such prophetic greeting?—Speak, I charge you.",0.08,0.5,0.9,0.2,R,9/10
245,BANQUO,"The earth hath bubbles, as the water has,",0.08,0.3,0.9,0.7,R,9/10
246,BANQUO,And these are of them. Whither are they vanish’d?,0.08,0.5,0.9,0.2,R,9/10
247,MACBETH,"Into the air; and what seem’d corporal,",0.08,0.3,0.9,0.7,R,9/10
248,MACBETH,Melted as breath into the wind.,0.08,0.3,0.9,0.2,R,9/10
249,MACBETH,Would they had stay’d!,0.08,0.45,0.9,0.2,R,9/10
250,BANQUO,Were such things here as we do speak about?,0.08,0.5,0.9,0.7,R,9/10
251,BANQUO,Or have we eaten on the insane root,0.08,0.3,0.9,0.2,R,9/10
252,BANQUO,That takes the reason prisoner?,0.08,0.5,0.9,0.2,R,9/10
253,MACBETH,Your children shall be kings.,0.08,0.3,0.9,0.7,R,9/10
254,BANQUO,You shall be king.,0.08,0.3,0.9,0.7,R,9/10
255,MACBETH,And Thane of Cawdor too; went it not so?,0.08,0.5,0.9,0.7,R,9/10
256,BANQUO,To the selfsame tune and words. Who’s here?,0.08,0.5,0.9,0.7,R,9/10
257,BANQUO,Enter Ross and Angus.,0.08,0.3,0.9,0.2,R,9/10
258,ROSS,"The King hath happily receiv’d, Macbeth,",0.08,0.3,0.9,0.7,R,9/10
259,ROSS,"The news of thy success, and when he reads",0.08,0.3,0.9,0.2,R,9/10
260,ROSS,"Thy personal venture in the rebels’ fight,",0.08,0.3,0.9,0.2,R,9/10
261,ROSS,His wonders and his praises do contend,0.08,0.3,0.9,0.2,R,9/10
262,ROSS,"Which should be thine or his: silenc’d with that,",0.08,0.3,0.9,0.2,R,9/10
263,ROSS,"In viewing o’er the rest o’ th’ selfsame day,",0.08,0.3,0.89,0.2,R,9/10
264,ROSS,"He finds thee in the stout Norweyan ranks,",0.08,0.3,0.89,0.2,R,9/10
265,ROSS,"Nothing afeard of what thyself didst make,",0.08,0.3,0.89,0.2,R,9/10
266,ROSS,Strange images of death. As thick as tale,0.19,0.3,0.89,0.2,R,8/10
267,ROSS,Came post with post; and everyone did bear,0.09,0.3,0.89,0.2,R,9/10
268,ROSS,"Thy praises in his kingdom’s great defence,",0.09,0.3,0.89,0.2,R,9/10
269,ROSS,And pour’d them down before him.,0.09,0.3,0.89,0.2,R,9/10
270,ANGUS,We are sent,0.09,0.3,0.89,0.7,R,9/10
271,ANGUS,To give thee from our royal master thanks;,0.09,0.3,0.89,0.2,R,9/10
272,ANGUS,"Only to herald thee into his sight,",0.09,0.3,0.89,0.2,R,9/10
273,ANGUS,Not pay thee.,0.09,0.3,0.89,0.2,R,9/10
274,ROSS,"And, for an earnest of a greater honour,",0.09,0.3,0.89,0.7,R,9/10
275,ROSS,"He bade me, from him, call thee Thane of Cawdor:",0.09,0.3,0.89,0.2,R,9/10
276,ROSS,"In which addition, hail, most worthy thane,",0.09,0.3,0.89,0.2,R,9/10
277,ROSS,For it is thine.,0.09,0.3,0.89,0.2,R,9/10
278,BANQUO,"What, can the devil speak true?",0.09,0.5,0.89,0.7,R,9/10
279,MACBETH,The Thane of Cawdor lives: why do you dress me,0.09,0.3,0.89,0.7,R,9/10
280,MACBETH,In borrow’d robes?,0.09,0.5,0.89,0.2,R,9/10
281,ANGUS,"Who was the Thane lives yet,",0.09,0.3,0.89,0.7,R,9/10
282,ANGUS,But under heavy judgement bears that life,0.09,0.3,0.89,0.2,R,9/10
283,ANGUS,Which he deserves to lose. Whether he was combin’d,0.09,0.3,0.89,0.2,R,9/10
284,ANGUS,"With those of Norway, or did line the rebel",0.09,0.3,0.89,0.2,R,9/10
285,ANGUS,"With hidden help and vantage, or that with both",0.09,0.3,0.89,0.2,R,9/10
286,ANGUS,"He labour’d in his country’s wrack, I know not;",0.09,0.3,0.89,0.2,R,9/10
287,ANGUS,"But treasons capital, confess’d and prov’d,",0.09,0.3,0.89,0.2,R,9/10
288,ANGUS,Have overthrown him.,0.09,0.3,0.88,0.2,R,9/10
289,MACBETH,The greatest is behind. [_To Ross and Angus._] Thanks for your pains.,0.09,0.3,0.88,0.7,R,9/10
290,MACBETH,When those that gave the Thane of Cawdor to me,0.09,0.3,0.88,0.2,R,9/10
291,MACBETH,Promis’d no less to them?,0.09,0.5,0.88,0.2,R,9/10
292,BANQUO,"That, trusted home,",0.09,0.3,0.88,0.7,R,9/10
293,BANQUO,"Might yet enkindle you unto the crown,",0.09,0.3,0.88,0.2,R,9/10
294,BANQUO,Besides the Thane of Cawdor. But ’tis strange:,0.09,0.3,0.88,0.2,R,9/10
295,BANQUO,"And oftentimes to win us to our harm,",0.09,0.3,0.88,0.2,R,9/10
296,BANQUO,The instruments of darkness tell us truths;,0.09,0.3,0.88,0.2,R,9/10
297,BANQUO,"Win us with honest trifles, to betray’s",0.1,0.3,0.88,0.2,R,9/10
298,BANQUO,In deepest consequence.—,0.1,0.3,0.88,0.2,R,9/10
299,BANQUO,"Cousins, a word, I pray you.",0.1,0.3,0.88,0.2,R,9/10
300,MACBETH,As happy prologues to the swelling act,0.1,0.3,0.88,0.7,R,9/10
301,MACBETH,"Of the imperial theme.—I thank you, gentlemen.—",0.1,0.3,0.88,0.2,R,9/10
