BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
147,HELMER,Hasn’t she paid a visit to the confectioner’s?,0.05,0.5,0.94,0.7,R,9/10
148,NORA,"No, I assure you, Torvald—",0.05,0.3,0.94,0.7,R,9/10
149,HELMER,Not been nibbling sweets?,0.05,0.5,0.94,0.7,R,9/10
150,NORA,"No, certainly not.",0.05,0.3,0.94,0.7,R,9/10
151,HELMER,Not even taken a bite at a macaroon or two?,0.05,0.5,0.94,0.7,R,9/10
152,NORA,"No, Torvald, I assure you really—",0.05,0.3,0.94,0.7,R,9/10
153,HELMER,"There, there, of course I was only joking.",0.05,0.3,0.94,0.7,R,9/10
154,NORA,_[going to the table on the right]_. I should not think of going,0.05,0.3,0.94,0.7,R,9/10
155,NORA,against your wishes.,0.05,0.3,0.94,0.2,R,9/10
156,HELMER,"No, I am sure of that; besides, you gave me your word— _[Going up to",0.05,0.3,0.94,0.7,R,9/10
157,HELMER,"her.]_ Keep your little Christmas secrets to yourself, my darling. They",0.05,0.3,0.94,0.2,R,9/10
158,HELMER,"will all be revealed tonight when the Christmas Tree is lit, no doubt.",0.05,0.3,0.94,0.2,R,9/10
159,NORA,Did you remember to invite Doctor Rank?,0.05,0.5,0.94,0.7,R,9/10
160,HELMER,No. But there is no need; as a matter of course he will come to dinner,0.05,0.3,0.94,0.7,R,9/10
161,HELMER,"with us. However, I will ask him when he comes in this morning. I have",0.05,0.3,0.94,0.2,R,9/10
162,HELMER,"ordered some good wine. Nora, you can’t think how I am looking forward",0.05,0.3,0.94,0.2,R,9/10
163,HELMER,to this evening.,0.05,0.3,0.94,0.2,R,9/10
164,NORA,"So am I! And how the children will enjoy themselves, Torvald!",0.05,0.6,0.94,0.7,R,9/10
165,HELMER,"It is splendid to feel that one has a perfectly safe appointment, and a",0.05,0.3,0.93,0.7,R,9/10
166,HELMER,"big enough income. It’s delightful to think of, isn’t it?",0.05,0.5,0.93,0.2,R,9/10
167,NORA,It’s wonderful!,0.05,0.45,0.93,0.7,R,9/10
168,HELMER,Do you remember last Christmas? For a full three weeks beforehand you,0.05,0.5,0.93,0.7,R,9/10
169,HELMER,"shut yourself up every evening until long after midnight, making",0.05,0.3,0.93,0.2,R,9/10
170,HELMER,"ornaments for the Christmas Tree, and all the other fine things that",0.05,0.3,0.93,0.2,R,9/10
171,HELMER,were to be a surprise to us. It was the dullest three weeks I ever,0.05,0.3,0.93,0.2,R,9/10
172,HELMER,spent!,0.05,0.45,0.93,0.2,R,9/10
173,NORA,I didn’t find it dull.,0.05,0.3,0.93,0.7,R,9/10
174,HELMER,"_[smiling]_. But there was precious little result, Nora.",0.05,0.3,0.93,0.7,R,9/10
175,NORA,"Oh, you shouldn’t tease me about that again. How could I help the cat’s",0.06,0.3,0.93,0.7,R,9/10
176,NORA,going in and tearing everything to pieces?,0.06,0.5,0.93,0.2,R,9/10
177,HELMER,"Of course you couldn’t, poor little girl. You had the best of",0.06,0.3,0.93,0.7,R,9/10
178,HELMER,"intentions to please us all, and that’s the main thing. But it is a",0.06,0.3,0.93,0.2,R,9/10
179,HELMER,good thing that our hard times are over.,0.06,0.3,0.93,0.2,R,9/10
180,NORA,"Yes, it is really wonderful.",0.06,0.3,0.93,0.7,R,9/10
181,HELMER,"This time I needn’t sit here and be dull all alone, and you needn’t",0.06,0.3,0.93,0.7,R,9/10
182,HELMER,ruin your dear eyes and your pretty little hands—,0.06,0.3,0.93,0.2,R,9/10
183,NORA,"_[clapping her hands]_. No, Torvald, I needn’t any longer, need I! It’s",0.06,0.45,0.93,0.7,R,9/10
184,NORA,wonderfully lovely to hear you say so! _[Taking his arm.]_ Now I will,0.06,0.45,0.93,0.2,R,9/10
185,NORA,"tell you how I have been thinking we ought to arrange things, Torvald.",0.06,0.3,0.93,0.2,R,9/10
186,NORA,As soon as Christmas is over—_[A bell rings in the hall.]_ There’s the,0.06,0.3,0.93,0.2,R,9/10
187,NORA,bell. _[She tidies the room a little.]_ There’s some one at the door.,0.06,0.3,0.93,0.2,R,9/10
188,NORA,What a nuisance!,0.06,0.45,0.93,0.2,R,9/10
189,HELMER,"If it is a caller, remember I am not at home.",0.06,0.3,0.93,0.7,R,9/10
190,MAID,"_[in the doorway]_. A lady to see you, ma’am,—a stranger.",0.06,0.3,0.93,0.7,R,9/10
191,NORA,Ask her to come in.,0.06,0.3,0.92,0.7,R,9/10
192,MAID,"_[to HELMER]_. The doctor came at the same time, sir.",0.06,0.3,0.92,0.7,R,9/10
193,HELMER,Did he go straight into my room?,0.06,0.5,0.92,0.7,R,9/10
194,MAID,"Yes, sir.",0.06,0.3,0.92,0.7,R,9/10
195,MAID,"_[HELMER goes into his room. The MAID ushers in Mrs Linde, who is in",0.06,0.3,0.92,0.2,R,9/10
196,MAID,"travelling dress, and shuts the door.]_",0.06,0.3,0.92,0.2,R,9/10
197,MRS LINDE,"_[in a dejected and timid voice]_. How do you do, Nora?",0.06,0.5,0.92,0.7,R,9/10
198,NORA,_[doubtfully]_. How do you do—,0.06,0.3,0.92,0.7,R,9/10
199,MRS LINDE,"You don’t recognise me, I suppose.",0.06,0.3,0.92,0.7,R,9/10
200,NORA,"No, I don’t know—yes, to be sure, I seem to—_[Suddenly.]_ Yes!",0.06,0.45,0.92,0.7,R,9/10
201,NORA,Christine! Is it really you?,0.06,0.65,0.92,0.2,R,9/10
202,MRS LINDE,"Yes, it is I.",0.06,0.3,0.92,0.7,R,9/10
203,NORA,Christine! To think of my not recognising you! And yet how could I—_[In,0.06,0.6,0.92,0.7,R,9/10
204,NORA,"a gentle voice.]_ How you have altered, Christine!",0.06,0.45,0.92,0.2,R,9/10
205,MRS LINDE,"Yes, I have indeed. In nine, ten long years—",0.06,0.3,0.92,0.7,R,9/10
206,NORA,Is it so long since we met? I suppose it is. The last eight years have,0.07,0.5,0.92,0.7,R,9/10
207,NORA,"been a happy time for me, I can tell you. And so now you have come into",0.07,0.3,0.92,0.2,R,9/10
208,NORA,"the town, and have taken this long journey in winter—that was plucky of",0.07,0.3,0.92,0.2,R,9/10
209,NORA,you.,0.07,0.3,0.92,0.2,R,9/10
210,MRS LINDE,I arrived by steamer this morning.,0.07,0.3,0.92,0.7,R,9/10
211,NORA,"To have some fun at Christmas-time, of course. How delightful! We will",0.07,0.45,0.92,0.7,R,9/10
212,NORA,"have such fun together! But take off your things. You are not cold, I",0.07,0.45,0.92,0.2,R,9/10
213,NORA,"hope. _[Helps her.]_ Now we will sit down by the stove, and be cosy.",0.07,0.3,0.92,0.2,R,9/10
214,NORA,"No, take this armchair; I will sit here in the rocking-chair. _[Takes",0.07,0.3,0.92,0.2,R,9/10
215,NORA,her hands.]_ Now you look like your old self again; it was only the,0.07,0.3,0.92,0.2,R,9/10
216,NORA,"first moment—You are a little paler, Christine, and perhaps a little",0.07,0.3,0.91,0.2,R,9/10
217,NORA,thinner.,0.07,0.3,0.91,0.2,R,9/10
218,MRS LINDE,"And much, much older, Nora.",0.07,0.3,0.91,0.7,R,9/10
219,NORA,"Perhaps a little older; very, very little; certainly not much. _[Stops",0.07,0.3,0.91,0.7,R,9/10
220,NORA,"suddenly and speaks seriously.]_ What a thoughtless creature I am,",0.07,0.3,0.91,0.2,R,9/10
221,NORA,"chattering away like this. My poor, dear Christine, do forgive me.",0.07,0.3,0.91,0.2,R,9/10
222,MRS LINDE,"What do you mean, Nora?",0.07,0.5,0.91,0.7,R,9/10
223,NORA,"_[gently]_. Poor Christine, you are a widow.",0.07,0.3,0.91,0.7,R,9/10
224,MRS LINDE,Yes; it is three years ago now.,0.07,0.3,0.91,0.7,R,9/10
225,NORA,"Yes, I knew; I saw it in the papers. I assure you, Christine, I meant",0.07,0.3,0.91,0.7,R,9/10
226,NORA,"ever so often to write to you at the time, but I always put it off and",0.07,0.3,0.91,0.2,R,9/10
227,NORA,something always prevented me.,0.07,0.3,0.91,0.2,R,9/10
228,MRS LINDE,"I quite understand, dear.",0.07,0.3,0.91,0.7,R,9/10
229,NORA,"It was very bad of me, Christine. Poor thing, how you must have",0.07,0.3,0.91,0.7,R,9/10
230,NORA,suffered. And he left you nothing?,0.07,0.5,0.91,0.2,R,9/10
231,MRS LINDE,No.,0.07,0.3,0.91,0.7,R,9/10
232,NORA,And no children?,0.07,0.5,0.91,0.7,R,9/10
233,MRS LINDE,No.,0.07,0.3,0.91,0.7,R,9/10
234,NORA,"Nothing at all, then.",0.07,0.3,0.91,0.7,R,9/10
235,MRS LINDE,Not even any sorrow or grief to live upon.,0.07,0.3,0.91,0.7,R,9/10
236,NORA,"_[looking incredulously at her]_. But, Christine, is that possible?",0.07,0.5,0.91,0.7,R,9/10
237,MRS LINDE,"_[smiles sadly and strokes her hair]_. It sometimes happens, Nora.",0.07,0.3,0.91,0.7,R,9/10
238,NORA,So you are quite alone. How dreadfully sad that must be. I have three,0.08,0.3,0.91,0.7,R,9/10
239,NORA,"lovely children. You can’t see them just now, for they are out with",0.08,0.3,0.91,0.2,R,9/10
240,NORA,their nurse. But now you must tell me all about it.,0.08,0.3,0.91,0.2,R,9/10
241,MRS LINDE,"No, no; I want to hear about you.",0.08,0.3,0.9,0.7,R,9/10
242,NORA,"No, you must begin. I mustn’t be selfish today; today I must only think",0.08,0.3,0.9,0.7,R,9/10
243,NORA,of your affairs. But there is one thing I must tell you. Do you know we,0.08,0.3,0.9,0.2,R,9/10
244,NORA,have just had a great piece of good luck?,0.08,0.5,0.9,0.2,R,9/10
245,MRS LINDE,"No, what is it?",0.08,0.5,0.9,0.7,R,9/10
246,NORA,"Just fancy, my husband has been made manager of the Bank!",0.18,0.45,0.9,0.7,R,8/10
247,MRS LINDE,Your husband? What good luck!,0.08,0.65,0.9,0.7,R,9/10
248,NORA,"Yes, tremendous! A barrister’s profession is such an uncertain thing,",0.08,0.45,0.9,0.7,R,9/10
249,NORA,especially if he won’t undertake unsavoury cases; and naturally Torvald,0.08,0.3,0.9,0.2,R,9/10
250,NORA,"has never been willing to do that, and I quite agree with him. You may",0.08,0.3,0.9,0.2,R,9/10
251,NORA,imagine how pleased we are! He is to take up his work in the Bank at,0.08,0.45,0.9,0.2,R,9/10
252,NORA,"the New Year, and then he will have a big salary and lots of",0.08,0.3,0.9,0.2,R,9/10
253,NORA,commissions. For the future we can live quite differently—we can do,0.08,0.3,0.9,0.2,R,9/10
254,NORA,"just as we like. I feel so relieved and so happy, Christine! It will be",0.08,0.45,0.9,0.2,R,9/10
255,NORA,"splendid to have heaps of money and not need to have any anxiety, won’t",0.08,0.3,0.9,0.2,R,9/10
256,NORA,it?,0.08,0.5,0.9,0.2,R,9/10
257,MRS LINDE,"Yes, anyhow I think it would be delightful to have what one needs.",0.08,0.3,0.9,0.7,R,9/10
258,NORA,"No, not only what one needs, but heaps and heaps of money.",0.08,0.3,0.9,0.7,R,9/10
259,MRS LINDE,"_[smiling]_. Nora, Nora, haven’t you learned sense yet? In our",0.08,0.5,0.9,0.7,R,9/10
260,MRS LINDE,schooldays you were a great spendthrift.,0.08,0.3,0.9,0.2,R,9/10
261,NORA,"_[laughing]_. Yes, that is what Torvald says now. _[Wags her finger at",0.08,0.3,0.9,0.7,R,9/10
262,NORA,"her.]_ But “Nora, Nora” is not so silly as you think. We have not been",0.08,0.3,0.9,0.2,R,9/10
263,NORA,in a position for me to waste money. We have both had to work.,0.08,0.3,0.9,0.2,R,9/10
264,MRS LINDE,You too?,0.08,0.5,0.9,0.7,R,9/10
265,NORA,"Yes; odds and ends, needlework, crotchet-work, embroidery, and that",0.08,0.3,0.9,0.7,R,9/10
266,NORA,kind of thing. _[Dropping her voice.]_ And other things as well. You,0.08,0.3,0.9,0.2,R,9/10
267,NORA,know Torvald left his office when we were married? There was no,0.08,0.5,0.89,0.2,R,9/10
268,NORA,"prospect of promotion there, and he had to try and earn more than",0.08,0.3,0.89,0.2,R,9/10
269,NORA,before. But during the first year he over-worked himself dreadfully.,0.08,0.3,0.89,0.2,R,9/10
270,NORA,"You see, he had to make money every way he could, and he worked early",0.09,0.3,0.89,0.2,R,9/10
271,NORA,"and late; but he couldn’t stand it, and fell dreadfully ill, and the",0.09,0.3,0.89,0.2,R,9/10
272,NORA,doctors said it was necessary for him to go south.,0.09,0.3,0.89,0.2,R,9/10
273,MRS LINDE,"You spent a whole year in Italy, didn’t you?",0.09,0.5,0.89,0.7,R,9/10
274,NORA,"Yes. It was no easy matter to get away, I can tell you. It was just",0.09,0.3,0.89,0.7,R,9/10
275,NORA,after Ivar was born; but naturally we had to go. It was a wonderfully,0.09,0.3,0.89,0.2,R,9/10
276,NORA,"beautiful journey, and it saved Torvald’s life. But it cost a",0.09,0.3,0.89,0.2,R,9/10
277,NORA,"tremendous lot of money, Christine.",0.09,0.3,0.89,0.2,R,9/10
278,MRS LINDE,So I should think.,0.09,0.3,0.89,0.7,R,9/10
279,NORA,"It cost about two hundred and fifty pounds. That’s a lot, isn’t it?",0.09,0.5,0.89,0.7,R,9/10
280,MRS LINDE,"Yes, and in emergencies like that it is lucky to have the money.",0.09,0.3,0.89,0.7,R,9/10
281,NORA,I ought to tell you that we had it from papa.,0.09,0.3,0.89,0.7,R,9/10
282,MRS LINDE,"Oh, I see. It was just about that time that he died, wasn’t it?",0.09,0.5,0.89,0.7,R,9/10
283,NORA,"Yes; and, just think of it, I couldn’t go and nurse him. I was",0.09,0.3,0.89,0.7,R,9/10
284,NORA,expecting little Ivar’s birth every day and I had my poor sick Torvald,0.09,0.3,0.89,0.2,R,9/10
